id_autor,autor_genero,nombre_autor,autor_rating_promedio,cantidad_rating_autor,cantidad_comentarios,id_pais
4958441,Femenino,Kris Jenner,3.52,3647,367,65
13747,Masculino,George W. Bush,3.86,42246,3845,65
2578437,Masculino,Jocelyn Green,4.29,6529,1524,65
387136,Masculino,Lynne Spears,3.32,1694,217,65
1331533,Masculino,Pérez Hilton,2.98,522,113,65
4885418,Masculino,Tyra Lynn,3.83,1011,104,65
74511,Femenino,Nicole Richie,3.24,3854,396,65
401053,Femenino,Hilary Duff,3.56,18724,2290,65
1043099,Femenino,Mary-Kate Olsen,3.95,1783,106,65
163130,Masculino,Jeffrey Toobin,4.04,34596,4477,65
4147315,Masculino,"Mike ""The Situation"" Sorrentino",2.45,102,31,65
37795,Masculino,Don Winslow,4.09,97007,9292,65
272424,Masculino,Michael Hastings,3.76,3600,471,65
38652,Masculino,Marcus Sakey,3.96,73890,5979,65
5092,Masculino,Robert J. Randisi,3.88,6346,701,65
110306,Femenino,Jeanne Marie Laskas,4.2,6616,1233,65
7079,Masculino,Ben Fountain,3.82,30000,3863,65
86241,Femenino,Edna Ferber,3.95,13543,1413,65
7142445,Masculino,Peter Swanson,3.89,91766,11934,65
5799428,Masculino,Michael J. Tougias,3.94,7073,1035,65
6526584,Masculino,M.L. Stephens,4.19,702,241,65
65135,Masculino,Daniel Woodrell,3.82,46310,6193,65
6912759,Masculino,Brandt Legg,3.87,9917,1125,65
3390621,Femenino,Leila Sales,3.82,37304,5687,65
1996867,Femenino,Nancy Jensen,3.31,3520,654,65
594951,Masculino,Lena Coakley,3.68,4328,924,65
122302,Masculino,Anne Ursu,3.81,26975,3374,65
146986,Masculino,Amy Garvey,3.6,7272,871,65
7411671,Masculino,Tony Brasunas,3.98,49,20,65
14721075,Masculino,Drew Sera,4.54,3256,1082,65
7742330,Femenino,Jesikah Sundin,4.18,554,272,65
21007,Femenino,Eugenia Kim,3.8,6241,952,65
1644459,Femenino,Kaye Dacus,3.93,6624,798,65
572844,Femenino,Jennifer Hudson Taylor,3.91,3022,496,65
5448455,Femenino,Jordyn Redwood,4.28,1576,450,65
797102,Femenino,Robin Caroll,4.14,4446,1020,65
2870525,Masculino,Candace Calvert,4.2,10184,1329,65
159447,Femenino,Denise Hildreth Jones,3.9,8382,985,65
12046829,Masculino,David Joiner,4.33,40,13,65
420047,Femenino,Maureen Lang,3.88,5264,976,65
311723,Femenino,Ann H. Gabhart,3.99,12643,2391,65
2684108,Femenino,Candace Walsh,3.88,981,154,65
1913011,Femenino,Midge Raymond,4,1413,365,65
8378370,Femenino,Drew Elyse,4.29,8320,827,65
168324,Femenino,Kathleen Baldwin,3.87,11713,1686,65
8565,Femenino,Lauraine Snelling,4.19,70456,4507,65
975649,Femenino,Miralee Ferrell,4.13,5721,1333,65
7730599,Masculino,Amalie Silver,3.84,3332,812,65
773189,Femenino,Sandra D. Bricker,3.79,17768,2107,65
334049,Masculino,Sara Backer,3.55,989,199,65
268304,Masculino,Michele Jaffe,3.51,30421,2697,65
1949873,Masculino,Ann Shorey,4.2,4628,669,65
12304618,Masculino,Riley Jean,3.93,275,92,65
6922565,Femenino,Suzanne Redfearn,3.93,3261,559,65
2737308,Femenino,Lesli Richardson,4.16,8069,1117,65
590243,Femenino,Laurie Alice Eakes,3.84,12583,1545,65
7492436,Masculino,D. Kelly,4.35,6699,2020,65
7082754,Femenino,Jennifer Theriot,4.2,2192,700,65
16903,Masculino,Christopher Buckley,3.78,51084,5701,65
166104,Masculino,Steven Sherrill,3.71,3370,475,65
5773,Masculino,Tim Burton,4.21,44890,2674,65
6440220,Femenino,Golden Angel,4.31,6594,1449,65
70885,Femenino,Kate Bernheimer,3.74,7788,1265,65
6461519,Masculino,C.M. Owens,4.4,116386,8189,65
6981617,Masculino,John David Anderson,4.14,11738,2544,65
13452447,Masculino,Alex R. Kahler,3.63,782,227,65
150820,Masculino,Hope Larson,3.77,49694,6686,65
14132438,Femenino,Kristy Acevedo,4.05,1028,251,65
14053196,Masculino,Riley Redgate,3.9,7185,1821,65
6644108,Masculino,Tom Savage,3.91,2658,443,65
4919495,Masculino,Chris Colfer,4.33,192380,16364,65
36636,Femenino,Carla Kelly,3.91,35342,5257,65
8281047,Femenino,Carrie Pack,3.72,326,148,65
8294174,Femenino,Sonia Belasco,3.86,384,105,65
132091,Masculino,Carolyn Turgeon,3.62,10717,1911,65
6537142,Femenino,Rebecca Podos,3.55,2261,517,65
13734129,Femenino,Julia Ember,3.73,1572,650,65
4648324,Masculino,Sam J. Miller,3.74,7544,1565,65
11230592,Masculino,C.B. Lee,3.95,4967,1177,65
937465,Femenino,Emma Wildes,3.72,12050,1175,65
6152084,Femenino,Rhea Rhodan,3.86,825,97,65
22547,Femenino,Nancy Springer,3.89,49342,4448,65
2869923,Femenino,Jill Williamson,4.15,10609,1683,65
16943,Masculino,Norman Maclean,4.16,30842,2066,65
7077541,Masculino,Alden Jones,3.86,856,80,65
910997,Femenino,Ronna Wineberg,3.78,73,15,65
6872506,Femenino,Sally Slater,4.05,5708,542,65
11211660,Masculino,Aeyess,3.82,211,32,65
5376,Masculino,Jack Vance,3.98,70500,4696,65
27427,Femenino,Lydia Davis,4.07,63032,6112,65
8063818,Masculino,Tyler Nals,3.78,263,43,65
4353662,Masculino,Judy Ann Davis,4.16,214,87,65
90075,Femenino,Judi Hendricks,3.73,9234,1054,65
20775,Masculino,Jack Prelutsky,4.05,29343,3378,65
67388,Masculino,Forrest Carter,4.11,15180,1662,65
4404946,Masculino,J.M. Barlog,3.93,476,140,65
47406,Masculino,W. Michael Gear,4.11,55973,2228,65
25892,Masculino,Thomas King,4.06,21387,2226,65
47407,Masculino,Kathleen O'Neal Gear,4.11,54598,2134,65
267,Femenino,Joy Harjo,4.18,5835,609,65
4049430,Masculino,Eve Cassidy,3.32,428,61,65
148613,Masculino,Oliver La Farge,3.75,3362,254,65
29581,Masculino,Leslie Marmon Silko,3.84,23948,1918,65
629566,Masculino,Aaron Paul Lazar,4.2,2958,607,65
94917,Femenino,Linda Hogan,4.2,5918,663,65
952450,Femenino,Diane Wylie,4.09,243,30,65
119291,Masculino,Victor J. Banis,3.81,4049,601,65
1933178,Masculino,Tom Upton,4.03,906,123,65
3482597,Femenino,Kimberly Cain,3.77,13,12,65
1386480,Masculino,Sage Whistler,3.37,1447,116,65
3400034,Femenino,Eden Cole,3.36,10804,836,65
4535325,Femenino,Keryl Raist,3.85,34,14,65
2739864,Femenino,Addison Albright,3.71,1916,434,65
976279,Masculino,Andrew Demcak,4.2,244,65,65
1286626,Masculino,Teresa D'Amario,3.75,851,89,65
4553401,Masculino,Jerry Hanel,3.64,359,59,65
34263,Femenino,Mary Crow Dog,3.97,5034,331,65
5244595,Femenino,Alesha Escobar,4,745,227,65
552953,Masculino,Tory Temple,3.62,3823,533,65
4787929,Femenino,Kathi S. Barton,4.16,28585,2782,65
1407724,Femenino,G.M. Malliet,3.53,17088,2738,65
2880724,Masculino,Lensey C. Hayes,4.54,24,6,65
1369219,Masculino,J. Scott Savage,4.05,12974,1165,65
1094582,Masculino,Eddie Wright,3.79,206,47,65
33295,Masculino,Michael Blake,4.19,23308,547,65
2051713,Masculino,William C. Samples,4.4,20,8,65
4907104,Masculino,Cristina Alger,3.7,10606,1726,65
1426893,Masculino,Ann B. Keller,4.55,102,29,65
4662239,Masculino,L.C. Chase,3.78,8453,1510,65
19956,Masculino,Linda Lay Shuler,4.08,11402,319,65
7032634,Femenino,L.E. Harner,3.74,6187,691,65
1120626,Femenino,Robin Kaye,3.88,16435,1368,65
32402,Masculino,James Welch,3.94,10117,1043,65
5409576,Femenino,Autumn Christian,4.12,485,150,65
8179036,Femenino,C.M. Fenn,4.19,95,36,65
183852,Femenino,Laura Miller,3.77,1537,390,65
73340,Femenino,Velma Wallis,3.98,7295,1219,65
7027857,Femenino,Blakney Francis,3.8,673,47,65
6917662,Masculino,S. Rose,4.64,50,29,65
9387,Masculino,Michael Dorris,3.77,23358,1817,65
300129,Femenino,Karen Harrington,4,6212,1086,65
6540193,Femenino,Stacy Green,4.05,13892,1682,65
5782479,Masculino,Steven Bredice,3.79,28,6,65
1146028,Masculino,Ann Tracy Marr,4.24,33,4,65
26735,Femenino,Valerie Tripp,3.95,123594,3403,65
21038,Femenino,Robb Forman Dew,3.07,1479,273,65
2737023,Masculino,T.A. Chase,3.71,30465,2772,65
28517,Masculino,Thomas Berger,3.95,13879,882,65
92198,Masculino,Sara Pennypacker,4.1,67270,8331,65
4762686,Masculino,Sharon Gerlach,3.94,1220,159,65
56083,Masculino,Jim Davis,4.18,67426,2298,65
7311265,Masculino,J. Tonzelli,4.03,124,20,65
25205,Masculino,Gordon Dahlquist,3.49,10962,1521,65
6613718,Femenino,Leah Konen,3.7,7147,917,65
698943,Femenino,Adrienne Adams,3.94,1208,259,65
64204,Masculino,N. Scott Momaday,3.76,10145,649,65
6505947,Masculino,Jason Parent,4,1780,859,65
26813,Masculino,Al Sarrantonio,3.75,18127,1638,65
4368571,Masculino,Lenore Wolfe,3.77,566,74,65
32598,Masculino,Keith Giffen,3.88,82794,5019,65
4719254,Masculino,Patricia Williams,3.87,47,21,65
101070,Masculino,John Bellairs,3.9,33078,2778,65
79576,Femenino,Gerina Dunwich,3.8,2482,126,65
5141436,Masculino,Samuel Snoek-Brown,4.5,162,72,65
5076958,Masculino,Neo Edmund,3.54,499,138,65
4711014,Masculino,Trevor Shane,3.72,757,163,65
4470204,Femenino,Laura J. W. Ryan,3.57,88,33,65
1875994,Femenino,J.R. Reardon,3.81,101,27,65
44885,Masculino,Dan Yaccarino,3.91,17511,2750,65
3583,Masculino,Marvin Kaye,3.93,5956,485,65
6021,Femenino,Katharine Holabird,3.95,15294,576,65
6606362,Femenino,Grace R. Duncan,3.69,3038,686,65
25031,Masculino,Marc Brown,4.09,86803,4689,65
5815513,Masculino,Patrick C. Greene,3.84,704,197,65
48222,Femenino,Silver RavenWolf,3.74,15793,614,65
43329,Masculino,Jeff Brown,3.9,29050,1678,65
769,Femenino,Barbara Park,4.1,217325,10181,65
7019990,Masculino,Kristin Riddick,4.03,87,31,65
44926,Masculino,David J. Skal,3.98,707775,13596,65
7825,Femenino,Ruth Ozeki,3.96,90707,12045,65
67031,Femenino,Jeanne Ray,3.61,18465,3083,65
56162,Masculino,Norman Partridge,3.8,25886,2010,65
27881,Masculino,James Marshall,4.24,153461,3980,65
15948260,Masculino,Bob Eckstein,4.05,961,271,65
55603,Femenino,Suzanne Strempek Shea,3.71,1726,283,65
3350660,Masculino,Cynthia Morris,3.75,143,41,65
537929,Femenino,Beth Harbison,3.59,89975,6429,65
6330,Femenino,Diana Abu-Jaber,3.67,8085,1320,65
9857503,Femenino,Elisabeth Egan,3.53,10835,1528,65
702360,Femenino,Erica Bauermeister,3.73,33231,6061,65
112477,Femenino,Marcia Brown,4.16,47093,1751,65
4897401,Femenino,Shelly King,3.57,2270,474,65
95190,Masculino,Chris Grabenstein,4.08,107199,14342,65
5181514,Femenino,Ali Brandon,3.92,5133,738,65
369852,Masculino,Elizabeth Joy Arnold,3.59,4453,734,65
4075932,Femenino,Danielle Bourdon,4.12,30604,1742,65
830417,Masculino,Charlie Lovett,3.74,22817,4029,65
17010346,Femenino,Debra Sennefelder,3.99,317,171,65
5828904,Masculino,Adam Glendon Sidwell,4.2,696,195,65
4449940,Masculino,Stephen Blackmoore,3.87,6393,759,65
15372062,Femenino,Nicole Archer,4.19,2703,757,65
5184163,Masculino,Zachary Rawlins,3.68,4179,114,65
3504189,Masculino,Rachel Aaron,4.14,58975,5020,65
137553,Masculino,William Joyce,4.25,40247,5677,65
31019,Masculino,Jeremy Mercer,3.84,2663,400,65
30802,Masculino,Christopher Morley,3.9,9962,1811,65
7032815,Femenino,Andria Large,4.1,22752,2448,65
96194,Masculino,Lewis Buzbee,3.75,3087,662,65
4533489,Femenino,A.R. Jarvis,3.7,814,93,65
8573550,Masculino,Andrew Ball,4.27,1852,91,65
4592125,Femenino,Gabrielle Evans,3.81,25083,1025,65
5008815,Masculino,Rick Gualtieri,4.05,23547,1370,65
6546779,Femenino,Elizabeth Finn,3.85,24845,2661,65
3205604,Masculino,Inara Scott,3.69,13297,1236,65
4366316,Femenino,Kari Gregg,3.54,17600,2256,65
5781497,Masculino,Cordelia Kingsbridge,4.18,11044,1984,65
8314513,Masculino,E. William Brown,4.03,17371,775,65
4479520,Masculino,Alicia Nordwell,3.76,3408,467,65
1211464,Masculino,Shara Azod,3.88,10312,685,65
4768200,Masculino,B. Justin Shier,4.08,10105,344,65
5141393,Femenino,M.A. Church,3.8,9500,1328,65
12695,Femenino,Christina Dodd,3.9,136174,7707,65
2853933,Femenino,Amber Kell,3.77,82238,4917,65
1426987,Femenino,Dakota Rebel,3.52,2736,282,65
1598719,Masculino,Gail Koger,4.05,6205,738,65
1239,Masculino,Catherine Coulter,3.99,351781,16666,65
1003283,Femenino,Jill Knowles,3.73,2687,272,65
27,Femenino,Zilpha Keatley Snyder,3.82,48275,2968,65
103963,Femenino,Margarita Engle,4.1,16962,3865,65
7200339,Femenino,Amy Sumida,4.25,21701,1477,65
7066235,Femenino,Sarah Kay Carter,4.07,2969,227,65
5783229,Masculino,Rose Christo,4.24,7605,900,65
7417674,Femenino,A.S. Oren,3.85,6667,632,65
122662,Masculino,Marla Frazee,4.05,68225,8110,65
59282,Masculino,Eileen Spinelli,3.92,11338,2467,65
393138,Femenino,Lynne Jonell,3.84,9215,967,65
1817749,Masculino,Alec Greven,3.8,439,126,65
15643705,Masculino,Mike Stop Continues,4.34,53,24,65
12099732,Femenino,Dana Elmendorf,3.63,753,156,65
6878177,Masculino,Zoe Lynne,3.63,310,69,65
15141636,Masculino,J.L. Eck,4.04,102,23,65
2735638,Masculino,M. Andrew Sprong,4.4,20,4,65
3072442,Femenino,Barbara L. Clanton,3.95,297,26,65
6996754,Masculino,Zoe Reed,4.03,2184,216,65
536621,Femenino,Hope Anita Smith,4.09,610,185,65
3020553,Masculino,Andrea Speed,4,14164,2626,65
1769816,Femenino,M.H. Herlong,4.05,3007,536,65
486777,Femenino,Jourdan Lane,3.88,6356,468,65
24901,Femenino,Ellen Klages,3.88,22511,3327,65
5333638,Femenino,Marisa Calin,3.73,2385,529,65
142894,Masculino,Janet Taylor Lisle,3.63,7068,927,65
74640,Femenino,Jacqueline Woodson,4.2,151914,23969,65
7476951,Femenino,Siera Maley,4.04,6171,573,65
14951361,Masculino,Danny Johnson,4.16,357,77,65
518966,Masculino,Helen Landalf,3.69,401,90,65
183472,Masculino,E.Michael Helms,4.29,479,261,65
745063,Femenino,Lynn E. Hazen,3.86,268,92,65
49193,Masculino,Helen Frost,3.91,17541,3373,65
6572406,Femenino,Maegan Beaumont,4.08,1425,216,65
6462047,Femenino,C.D. John,3.89,9,2,65
3161,Femenino,Sandra Boynton,4.18,170464,5852,65
50274,Masculino,Sarah Darer Littman,4.08,25072,2656,65
463173,Masculino,Leslie Connor,4.07,22121,3352,65
43391,Masculino,Thomas Mullen,3.78,14521,2512,65
24374,Femenino,Sandra Scoppettone,3.76,3314,363,65
7769950,Femenino,Qwen Salsbury,3.6,5405,553,65
970554,Masculino,Ingrid Law,3.99,56193,4824,65
16010461,Femenino,Lisa A. Baeringer,4.5,8,5,65
7190350,Femenino,Aileen Erin,4.15,35080,2064,65
17262171,Masculino,C.C. Masters,4.13,5746,463,65
1686343,Masculino,Erin Dionne,3.95,14139,1841,65
8306793,Femenino,Jackie Bushore,3.88,580,45,65
51768,Femenino,Terri Brisbin,3.84,12895,1270,65
2728107,Femenino,Vanessa Kelly,3.77,10590,2061,65
16166249,Femenino,B.L. Brunnemer,4.5,21748,2123,65
7338088,Masculino,Chris Snider,4.16,110,60,65
39691,Masculino,Jo Goodman,3.83,15285,1760,65
8588997,Femenino,D.R. Perry,4.35,491,139,65
4574948,Masculino,Molly Beth Griffin,3.74,1863,287,65
46498,Femenino,Candace Camp,3.82,35730,2642,65
354572,Femenino,E.E. Charlton-Trujillo,3.64,4374,570,65
15054219,Masculino,T.S. Paul,4.2,24116,1170,65
4984908,Femenino,Kelley York,4.05,5867,1375,65
5383019,Masculino,A.J. Brown,4.32,436,110,65
3308452,Femenino,Annameekee Hesik,3.93,931,85,65
14708215,Femenino,Miranda Brock,4.44,112,87,65
11680644,Femenino,Lane Whitt,4.09,7641,489,65
7044274,Femenino,Ella Quinn,3.83,7964,1304,65
13659072,Femenino,Audrey Coulthurst,3.74,10274,2202,65
3409564,Femenino,Sophie Flack,3.73,6078,940,65
674626,Masculino,Mike Meyer,3.74,718,193,65
2114,Masculino,James Thompson,3.68,7599,1227,65
555041,Masculino,Bob Kern,4.11,134,42,65
686916,Femenino,Megan Frampton,3.61,7244,1321,65
842700,Femenino,Jane Ashford,3.31,5648,1178,65
13853200,Masculino,Dustin Arand,4.29,14,3,65
4889328,Femenino,Manda Collins,3.67,9738,2027,65
7210211,Masculino,D.E. Haggerty,4.17,784,386,65
2994919,Femenino,Christy English,3.7,4838,706,65
12063025,Masculino,Dave Riese,4.31,48,25,65
2762865,Masculino,Jennifer Haymore,3.74,8111,1672,65
5297089,Femenino,Christi Caldwell,4.04,51369,4566,65
13452251,Femenino,Angel Leya,4.08,391,161,65
88014,Masculino,Karl Edward Wagner,4.2,28797,1464,65
8611387,Femenino,Alathia Paris Morgan,4.22,387,185,65
14389603,Masculino,M.T. Magee,4.41,58,20,65
3026532,Femenino,Alexandra Hawkins,3.88,13271,1258,65
713646,Masculino,Kevin James Breaux,4.29,387,133,65
4467098,Masculino,John M. McIlveen,3.85,2913,468,65
262084,Femenino,Elaine Viets,3.76,39091,2810,65
5414544,Femenino,Valerie Bowman,3.84,13235,3043,65
14050716,Femenino,Sanna Hines,4.43,107,83,65
14859335,Femenino,Janae Keyes,4.14,1010,432,65
5438818,Femenino,C.A. Newsome,3.83,4820,553,65
199260,Femenino,Beverly Jenkins,4.35,41373,4420,65
7249070,Femenino,Kristen Zimmer,3.85,5053,442,65
8312675,Femenino,Joanna Shupe,3.78,11649,2237,65
4077568,Femenino,Gwendolyn Heasley,3.73,9205,800,65
1125673,Masculino,Shana Norris,3.78,18384,1180,65
7047979,Femenino,Collette Cameron,4.09,12825,2366,65
3338052,Femenino,Lila Dare,3.85,1790,155,65
29183,Femenino,Sarah Graves,3.7,27051,2574,65
644,Femenino,Marcia Muller,3.82,56049,3609,65
1268493,Masculino,Betty Hechtman,3.81,12169,1412,65
13911702,Femenino,Rachael Miles,3.69,788,209,65
3237942,Masculino,Miranda James,4,26081,3772,65
5337544,Femenino,Isabella Bradford,3.61,3193,565,65
987885,Masculino,Thomas J. Fleming,3.92,8821,936,65
21167,Femenino,Katherine Hall Page,3.64,16608,1729,65
6506537,Masculino,Martin Kee,3.85,371,78,65
2353,Femenino,Mary Daheim,3.78,35917,2333,65
93709,Femenino,Shana Galen,3.85,26743,4199,65
2354638,Masculino,Julie Johnstone,4.04,11212,1362,65
4017727,Femenino,Lorraine Bartlett,3.91,7533,1080,65
3145688,Femenino,Katharine Ashe,3.81,17873,2597,65
3297526,Masculino,E.J. Copperman,3.91,15388,2094,65
51646,Masculino,Joseph E. Persico,4.03,8188,594,65
5378690,Masculino,Mike Miller,4.37,146,26,65
70853,Masculino,Karen Hancock,4.11,11589,759,65
746724,Masculino,Andrew  Peterson,4.47,16656,1994,65
7849640,Femenino,Ashlee Willis,3.93,325,136,65
14434144,Femenino,Julie Hall,4.32,1291,372,65
4778,Masculino,John Dos Passos,3.88,20421,1416,65
37060,Masculino,Bryan Davis,4.11,32507,1492,65
3439922,Femenino,Janalyn Voigt,4.09,451,104,65
7303048,Masculino,Jon Snyder,3.56,157,8,65
202312,Masculino,Chuck Black,4.23,15543,955,65
111948,Femenino,Kathy Tyers,3.65,41580,1052,65
7771337,Femenino,Jaye L. Knight,4.54,2172,570,65
8278,Masculino,Paul Fussell,4.28,29340,1839,65
64025,Masculino,John Himmelman,3.99,7785,1250,65
5051196,Femenino,Wanda Gág,4.07,20862,966,65
351550,Masculino,Bob Shea,3.94,29347,4442,65
24826,Masculino,Ed Emberley,4.09,25820,1923,65
33362,Masculino,Bruce Degen,4.28,133664,3028,65
6986,Masculino,Kate McMullan,3.92,25415,2374,65
90091,Masculino,Simms Taback,4.17,65322,2609,65
1429844,Masculino,Brett Axel,4.41,245,38,65
11094,Masculino,Al Perkins,4.19,41010,747,65
5116,Masculino,Jules Feiffer,4.17,254796,11988,65
78407,Femenino,Judy Schachner,4.2,67967,3596,65
14921899,Femenino,Ashley Mardell,4.35,806,133,65
14941662,Femenino,Savannah Brown,4.34,1337,169,65
15100575,Femenino,Sasha Alsberg,3.41,11928,3725,65
16694297,Masculino,Gabbie Hanna,3.64,5752,855,65
16448164,Masculino,Rhett McLaughlin,4.36,1971,270,65
7276000,Femenino,Hannah Hart,4.15,15343,1413,65
5383015,Masculino,Shane Dawson,4.25,17839,1889,65
6871844,Masculino,Grace Helbig,4.05,15544,1392,65
8434126,Masculino,Connor Franta,4.26,22671,2715,65
459128,Masculino,Lisa M. Klein,3.72,14503,1448,65
376407,Femenino,Susanne Dunlap,3.58,8238,967,65
2483710,Femenino,Shawn Lane,3.51,14194,1455,65
14131888,Femenino,Elizabeth J. Church,3.87,7177,1306,65
9772554,Femenino,Cat Gardiner,4.35,675,214,65
520207,Femenino,Kara Louise,3.88,7046,771,65
14815127,Femenino,Marie Benedict,3.76,33456,4923,65
559634,Femenino,Abigail Reynolds,3.82,20769,2111,65
14132699,Femenino,Julie Christine Johnson,3.74,828,230,65
577285,Femenino,Danielle Dutton,3.64,2363,415,65
603838,Femenino,Sharon Lathan,3.71,11675,1132,65
8279711,Femenino,Cheryl Honigford,3.51,721,154,65
1408616,Masculino,Marsha Altman,3.72,3877,432,65
558089,Femenino,Michelle Gable,3.66,18596,2666,65
4401847,Masculino,Patrick Dillon,3.83,589,116,65
326310,Masculino,Kate Steele,3.58,7562,511,65
20104,Masculino,David Kudler,4.25,3971,423,65
7600824,Femenino,L.L. Diamond,4.11,1159,167,65
1167639,Masculino,Mary Lydon Simonsen,3.67,7309,1017,65
2013872,Femenino,Anna Elliott,3.77,12722,1530,65
9831667,Femenino,Jessica Evans,4.07,307,56,65
170342,Femenino,Carrie Brown,3.56,3424,692,65
4113966,Masculino,Jack Caldwell,3.71,2565,454,65
6459679,Masculino,Karin Tanabe,3.79,8776,1171,65
333491,Masculino,Sydney J. Van Scyoc,3.88,1155,112,65
5831455,Femenino,Colette L. Saucier,3.82,482,136,65
4862005,Masculino,Melanie Lannoy,4.22,41,1,65
5130924,Masculino,Michael West,3.81,1518,273,65
8532238,Masculino,Mark Noce,3.84,347,142,65
5761194,Femenino,Diana J. Oaks,3.89,1254,155,65
8075676,Masculino,Aaron Galvin,4.15,643,242,65
260080,Masculino,Susan Higginbotham,3.82,14817,1527,65
4738726,Masculino,Derrolyn Anderson,3.97,3459,657,65
5335865,Femenino,Erin Hayes,4,5957,1734,65
303669,Masculino,Suzanne Kamata,3.84,818,233,65
468200,Femenino,Devyn Quinn,3.66,2175,304,65
34683,Femenino,Pamela Aidan,3.69,29544,3478,65
26805,Masculino,Ari Berk,4.21,9422,644,65
6092607,Femenino,Debbie Herbert,4.13,2572,816,65
4586227,Femenino,Rose Gordon,3.87,21256,1447,65
6887220,Femenino,Jade M. Phillips,4.15,307,61,65
111002,Femenino,Terri Farley,4.12,29112,890,65
117184,Femenino,Ann Howard Creel,3.87,35614,2998,65
22546,Femenino,Kara Dalkey,3.93,13812,767,65
63611,Femenino,Connie Brockway,3.79,40087,3239,65
3387675,Masculino,Tracy Deebs,3.9,16071,1790,65
1010543,Femenino,Amanda Palmer,3.99,28984,3324,65
1407654,Masculino,Valentine Adams,4.31,181,14,65
4996526,Masculino,Cecilia Grant,3.75,8041,1346,65
227394,Femenino,Jessica Leigh,3.9,205,37,65
5786100,Masculino,Roy A. Mauritsen,3.9,238,39,65
24516,Femenino,Cheryl St. John,3.87,10450,1035,65
7765793,Femenino,Stacey O'Neale,3.94,3082,523,65
34160,Femenino,Pamela Morsi,3.78,16916,1924,65
7515504,Masculino,D.W. Marshall,4.1,153,50,65
62997,Femenino,Elswyth Thane,4.26,4901,483,65
1312067,Femenino,Rachel Shukert,3.5,2400,447,65
5264554,Femenino,Lindsay Paige,3.87,13449,826,65
2861133,Masculino,Amanda Downum,3.81,10115,1030,65
4116660,Femenino,Emily March,4.14,30711,3480,65
6426714,Femenino,Marina Adair,4.04,30588,2848,65
4575285,Femenino,Tracy March,3.77,3310,664,65
6862711,Femenino,Lesley Ann McDaniel,4.21,2695,372,65
6943520,Femenino,Samanthe Beck,3.95,26244,2754,65
315657,Masculino,Justin Gustainis,3.66,8333,771,65
13247662,Femenino,Sophia Henry,3.72,2535,1011,65
6935253,Femenino,Michelle Smith,3.75,1275,254,65
253326,Masculino,Jo Knowles,3.93,30252,3930,65
5446309,Femenino,Rachelle Vaughn,3.71,2244,112,65
4984923,Masculino,James R. Tuck,3.8,3435,503,65
6243370,Masculino,Tara Mills,3.73,900,208,65
6430657,Masculino,Shey Stahl,4.07,36696,3218,65
22089,Femenino,Ann Bausum,3.9,2567,655,65
165150,Femenino,Kate Schatz,4.34,4517,815,65
6966274,Masculino,Cait Jarrod,4.28,250,152,65
8126271,Masculino,Tom Myers,3.77,35,7,65
6451983,Femenino,R.T. Wolfe,4.17,1227,249,65
13513927,Masculino,Killian B. Brewer,3.79,503,161,65
13848822,Masculino,"G. Donald Cribbs, MA",4.44,133,57,65
570941,Masculino,David-Matthew Barnes,3.58,350,86,65
8393971,Femenino,Kris Dinnison,3.37,1227,283,65
4077950,Femenino,Sandra Brannan,3.99,2271,562,65
36664,Masculino,Seth Rudetsky,3.68,1487,297,65
6592100,Femenino,Felicia Tatum,4,6466,1706,65
5555317,Femenino,Rhonda Helms,3.56,2089,505,65
8074853,Masculino,Tim Floreen,3.83,3173,705,65
13374043,Femenino,Maggie Thrash,3.71,7989,1405,65
50568,Femenino,Robyn Schneider,3.81,61183,7579,65
21318,Masculino,Ed McBain,3.8,74896,4553,65
5805455,Masculino,Sarah McCarry,3.69,3371,947,65
396931,Masculino,Christopher Barzak,3.83,12312,1764,65
1251730,Masculino,Matthew Quick,3.94,217951,24263,65
3247006,Femenino,Eden Winters,3.87,13157,2562,65
414681,Femenino,Sherri L. Smith,3.81,11044,1886,65
6547893,Masculino,Hilary T. Smith,3.67,5182,860,65
321391,Femenino,Susann Cokal,3.29,2615,636,65
6606543,Femenino,J.D. Ruskin,3.86,1436,212,65
100964,Masculino,Chris Lynch,3.45,11893,2965,65
335532,Masculino,Sylvia Whitman,4.1,655,168,65
4647433,Masculino,David Sullivan,3.69,247,47,65
141337,Masculino,J.M. Snyder,3.53,11657,1877,65
2782638,Masculino,Daniel Kraus,3.7,9092,2121,65
7153730,Femenino,Tempeste O'Riley,3.82,4199,732,65
3525958,Masculino,A.D. Truax,4.1,1227,141,65
4719762,Masculino,Aaron Hartzler,4.05,9260,1940,65
2638873,Masculino,M. Jules Aedin,3.78,2490,402,65
1978352,Masculino,Mya Lairis,3.67,2077,244,65
1166851,Masculino,Bonnie Dee,3.71,26335,3584,65
2904716,Femenino,Mickie B. Ashling,3.76,5004,899,65
2329,Masculino,Evan Roskos,3.84,3551,505,65
620500,Masculino,Jim Provenzano,4.09,805,162,65
228,Masculino,Garry Wills,3.93,16570,1537,65
7135042,Masculino,Thomas B. Allen,3.81,3810,586,65
5051585,Masculino,Douglas Southall Freeman,4.29,5071,147,65
411345,Masculino,Harry W. Pfanz,4.28,1539,56,65
470871,Femenino,Sarah Morgan Dawson,3.82,699,58,65
288,Masculino,Drew Gilpin Faust,3.99,6359,625,65
