id_autor,autor_genero,nombre_autor,autor_rating_promedio,cantidad_rating_autor,cantidad_comentarios,id_pais
19000917,Desconocido,Amy Ruth Allen,,,,242
19000918,Desconocido,Gloria T. Delamar,,,,242
19000919,Desconocido,Nancy Friday,,,,242
19000920,Desconocido,Gretchen Holbrook Gerzina,,,,242
19000921,Desconocido,Angelica Shirley Carpenter,,,,242
19000922,Desconocido,Ann Thwaite,,,,242
19000923,Desconocido,Amy Cotler,,,,242
19000924,Desconocido,Dennis McDougal,,,,242
19000925,Desconocido,Randy Leffingwell,,,,242
19000926,Desconocido,Thomas Sowell,,,,242
19000927,Desconocido,Frederick S. Weaver,,,,242
19000928,Desconocido,John S. Morton,,,,242
19000929,Desconocido,Rakesh V. Vohra,,,,242
19000930,Desconocido,F.E. Ian Hamilton,,,,242
19000931,Desconocido,Leslie Symons,,,,242
19000932,Desconocido,Selina Shirley Hastings,,,,242
19000933,Desconocido,Alcoholics Anonymous,,,,242
19000934,Desconocido,Overeaters Anonymous,,,,242
19000935,Desconocido,Elisabeth L.,,,,242
19000936,Desconocido,Kimon Nicolaides,,,,242
19000937,Desconocido,James F. Balch,,,,242
19000938,Desconocido,Richard H. Pitcairn,,,,242
19000939,Desconocido,Jonathan V. Wright,,,,242
19000940,Desconocido,Andrew Weil,,,,242
19000941,Desconocido,Lawrence M. Lasher,,,,242
19000942,Desconocido,Matthew Barber,,,,242
19000943,Desconocido,Katrin Komm,,,,242
19000944,Desconocido,Ray Djuff,,,,242
19000945,Desconocido,Chris Casson Madden,,,,242
19000946,Desconocido,Herbert H. Wise,,,,242
19000947,Desconocido,Richard Lewis Barr,,,,242
19000948,Desconocido,Lionel Trilling,,,,242
19000949,Desconocido,P.N. Furbank,,,,242
19000950,Desconocido,Robert Hellenga,,,,242
19000951,Desconocido,Phil Gordon,,,,242
19000952,Desconocido,Gordon S. Wood,,,,242
19000953,Desconocido,Gordon Ramsay,,,,242
19000954,Desconocido,Jack C. Richards,,,,242
19000955,Desconocido,Robert Gordon,,,,242
19000956,Desconocido,D.S. Feingold,,,,242
19000957,Desconocido,Deborah R. Mitchell,,,,242
19000958,Desconocido,Deborah Gordon,,,,242
19000959,Desconocido,Deborah M. Gordon,,,,242
19000960,Desconocido,Ivo Andri─ç,,,,242
19000961,Desconocido,Jean Estoril,,,,242
19000962,Desconocido,Christopher Smart,,,,242
19000963,Desconocido,Martha C. Beck,,,,242
19000964,Desconocido,Austen Henry Layard,,,,242
19000965,Desconocido,Devin Stauffer,,,,242
19000966,Desconocido,William  Wright,,,,242
19000967,Desconocido,Tatian the Assyrian,,,,242
19000968,Desconocido,Maureen Beyer Moser,,,,242
19000969,Desconocido,De Lacy O'Leary,,,,242
19000970,Desconocido,Joseph Azize,,,,242
19000971,Desconocido,Evangelia Anagnostou-Laoutides,,,,242
19000972,Desconocido,Robert Lee Williams,,,,242
19000973,Desconocido,Daphne Freedman,,,,242
19000974,Desconocido,Thomas Buchan,,,,242
19000975,Desconocido,Roy E. Gane,,,,242
19000976,Desconocido,J. Neville Birdsall,,,,242
19000977,Desconocido,Frits Holm,,,,242
19000978,Desconocido,Robert Wardy,,,,242
19000979,Desconocido,Patrick Dandrey,,,,242
19000980,Desconocido,─░lham Dilman,,,,242
19000981,Desconocido,Lynette Hunter,,,,242
19000982,Desconocido,Daphne O'Regan,,,,242
19000983,Desconocido,Shirley A. Barlow,,,,242
19000984,Desconocido,David Grene,,,,242
19000985,Desconocido,Neil T. Croally,,,,242
19000986,Desconocido,O.A. Bushnell,,,,242
19000987,Desconocido,Cameron Kepler,,,,242
19000988,Desconocido,Joe D. Bisignani,,,,242
19000989,Desconocido,Gavan Daws,,,,242
19000990,Desconocido,Eric Jensen,,,,242
19000991,Desconocido,Jeffrey M. Schwartz,,,,242
19000992,Desconocido,John Rogers Searle,,,,242
19000993,Desconocido,Angus Gellatly,,,,242
19000994,Desconocido,Linda Acredolo,,,,242
19000995,Desconocido,James P. Byrnes,,,,242
19000996,Desconocido,Jane M. Healy,,,,242
19000997,Desconocido,Granville N. Toogood,,,,242
19000998,Desconocido,Javier Villanueva,,,,242
19000999,Desconocido,Yves Laplace,,,,242
19001000,Desconocido,Elma W. Bagg,,,,242
19001001,Desconocido,A. Leo Nash,,,,242
19001002,Desconocido,R. Gordon Wasson,,,,242
19001003,Desconocido,Alistair Cockburn,,,,242
19001004,Desconocido,Victor L├│pez,,,,242
19001005,Desconocido,Lynn Davis,,,,242
19001006,Desconocido,Ann Parker,,,,242
19001007,Desconocido,Steve Krug,,,,242
19001008,Desconocido,Gary J. Krug,,,,242
19001009,Desconocido,S. Jane Flint,,,,242
19001010,Desconocido,T. Michely,,,,242
19001011,Desconocido,Rebecca Krug,,,,242
19001012,Desconocido,Louis de Berni├¿res,,,,242
19001013,Desconocido,Steve Clark,,,,242
19001014,Desconocido,Con Coroneos,,,,242
19001015,Desconocido,Fa├»za Gu├¿ne,,,,242
19001016,Desconocido,Lawrence Otis Graham,,,,242
19001017,Desconocido,Patricia Burlin Kennedy,,,,242
19001018,Desconocido,Rich Hall,,,,242
19001019,Desconocido,Otis Williams,,,,242
19001020,Desconocido,David Otis,,,,242
19001021,Desconocido,Jill Colella,,,,242
19001022,Desconocido,Brandon Gilvin,,,,242
19001023,Desconocido,Patrick A. Smith,,,,242
19001024,Desconocido,Tobey C. Herzog,,,,242
19001025,Desconocido,Peter N. Stearns,,,,242
19001026,Desconocido,Tao Wang,,,,242
19001027,Desconocido,Simon Pearson,,,,242
19001028,Desconocido,John U. Bacon,,,,242
19001029,Desconocido,Jim Krause,,,,242
19001030,Desconocido,Sheila M. Sparks Ralph,,,,242
19001031,Desconocido,Lori Avocato,,,,242
19001032,Desconocido,Adrienne Sharp,,,,242
19001033,Desconocido,J. Patrick Lewis,,,,242
19001034,Desconocido,De-Yuan Li,,,,242
19001035,Desconocido,W. Gorzkowski,,,,242
19001036,Desconocido,Werner Nahm,,,,242
19001037,Desconocido,Vasilios Alexiades,,,,242
19001038,Desconocido,S.H. Connell,,,,242
19001039,Desconocido,Lois Beckwith,,,,242
19001040,Desconocido,Daniel H. Farkas,,,,242
19001041,Desconocido,Gene Sharp,,,,242
19001042,Desconocido,Marjorie Weinman Sharmat,,,,242
19001043,Desconocido,Stanford Wong,,,,242
19001044,Desconocido,George E. Stanley,,,,242
19001045,Desconocido,Zo├½ Sharp,,,,242
19001046,Desconocido,Tony Evans,,,,242
19001047,Desconocido,Fulton J. Sheen,,,,242
19001048,Desconocido,Bill Bright,,,,242
19001049,Desconocido,Jane Moore,,,,242
19001050,Desconocido,Callie West,,,,242
19001051,Desconocido,Elena Garro,,,,242
19001052,Desconocido,Kathryn Ann Miller,,,,242
19001053,Desconocido,Francine Pascal,,,,242
19001054,Desconocido,Marilyn Youngblood,,,,242
19001055,Desconocido,Amanda Clark,,,,242
19001056,Desconocido,Jennifer Davis,,,,242
19001057,Desconocido,Carnes Lord,,,,242
19001058,Desconocido,Justin O'Brien,,,,242
19001059,Desconocido,J. W. Misner,,,,242
19001060,Desconocido,Antonio Gramsci,,,,242
19001061,Desconocido,Florence Chanock Cohen,,,,242
19001062,Desconocido,Ann Staadt,,,,242
19001063,Desconocido,Barbara Davoll,,,,242
19001064,Desconocido,Nancy Rootland,,,,242
19001065,Desconocido,Catherine M. Andronik,,,,242
19001066,Desconocido,E.J. Wagner,,,,242
19001067,Desconocido,Nick Rennison,,,,242
19001068,Desconocido,NOT A BOOK,,,,242
19001069,Desconocido,Donald Serrell Thomas,,,,242
19001070,Desconocido,P.C. Shumway,,,,242
19001071,Desconocido,Alvin F. Rymsha,,,,242
19001072,Desconocido,Sterling Scott Jones,,,,242
19001073,Desconocido,Thomas Say,,,,242
19001074,Desconocido,Eric Tyson,,,,242
19001075,Desconocido,Melanie Bien,,,,242
19001076,Desconocido,Susannah Gardner,,,,242
19001077,Desconocido,James P. Caher,,,,242
19001078,Desconocido,Amine Bouchentouf,,,,242
19001079,Desconocido,Subcomandante Marcos,,,,242
19001080,Desconocido,Clare Naylor,,,,242
19001081,Desconocido,David Zinczenko,,,,242
19001082,Desconocido,Stephen Arnott,,,,242
19001083,Desconocido,Andrew F. Murphy,,,,242
19001084,Desconocido,Christine Hogan,,,,242
19001085,Desconocido,Anzia Yezierska,,,,242
19001086,Desconocido,Bill Brittain,,,,242
19001087,Desconocido,David Jeremiah,,,,242
19001088,Desconocido,Pam Koogler,,,,242
19001089,Desconocido,Thomas H. Jeavons,,,,242
19001090,Desconocido,David S. Evans,,,,242
19001091,Desconocido,Gary Price,,,,242
19001092,Desconocido,Suzanne Forster,,,,242
19001093,Desconocido,Mark Forster,,,,242
19001094,Desconocido,Gwynne Forster,,,,242
19001095,Desconocido,Rebecca Forster,,,,242
19001096,Desconocido,Nicola Beauman,,,,242
19001097,Desconocido,Linda Wells,,,,242
19001098,Desconocido,Kym Douglas,,,,242
19001099,Desconocido,Norman Sherry,,,,242
19001100,Desconocido,David Parkinson,,,,242
19001101,Desconocido,Gloria Emerson,,,,242
19001102,Desconocido,Wei Wu Wei,,,,242
19001103,Desconocido,Matthew Eberz,,,,242
19001104,Desconocido,Claire Squires,,,,242
19001105,Desconocido,Zach Helm,,,,242
19001106,Desconocido,"Marcia ""Denrique"" Preudhomme",,,,242
19001107,Desconocido,Mary Chambers,,,,242
19001108,Desconocido,Albert D. Pastore,,,,242
19001109,Desconocido,Augusta Rohrbach,,,,242
19001110,Desconocido,Daniel Horowitz,,,,242
19001111,Desconocido,Vance Packard,,,,242
19001112,Desconocido,Douglas Robillard,,,,242
19001113,Desconocido,Helen Ericson,,,,242
19001114,Desconocido,Maya Gold,,,,242
19001115,Desconocido,Dona Herweck Rice,,,,242
19001116,Desconocido,Madeleine Brent,,,,242
19001117,Desconocido,Janey Louise Jones,,,,242
19001118,Desconocido,Adolph Moser,,,,242
19001119,Desconocido,Word Thursdays (Organization),,,,242
19001120,Desconocido,Rumer Godden,,,,242
19001121,Desconocido,Anne Chisholm,,,,242
19001122,Desconocido,Lisa Whelchel,,,,242
19001123,Desconocido,Manhattan Prep,,,,242
19001124,Desconocido,Richard L. Phillips,,,,242
19001125,Desconocido,Norman Hall,,,,242
19001126,Desconocido,Millicent Dillon,,,,242
19001127,Desconocido,Henri Blocher,,,,242
19001128,Desconocido,Reginald Ernest Nixon,,,,242
19001129,Desconocido,Michael Jan Friedman,,,,242
19001130,Desconocido,Tatha Wiley,,,,242
19001131,Desconocido,Eric A. Kimmel,,,,242
19001132,Desconocido,Gustave Dor├®,,,,242
19001133,Desconocido,Bill Buford,,,,242
19001134,Desconocido,Mike Lupica,,,,242
19001135,Desconocido,Gerry Garvin,,,,242
19001136,Desconocido,Eric Klinenberg,,,,242
19001137,Desconocido,Rick Mugridge,,,,242
19001138,Desconocido,Mike Cohn,,,,242
19001139,Desconocido,Sarah Macdonald,,,,242
19001140,Desconocido,Joel Salatin,,,,242
19001141,Desconocido,Phil Rizzuto,,,,242
19001142,Desconocido,D.N. Jha,,,,242
19001143,Desconocido,Thomas E. Woods Jr.,,,,242
19001144,Desconocido,Michael S. Reynolds,,,,242
19001145,Desconocido,Devin Alexander,,,,242
19001146,Desconocido,Betty Crocker,,,,242
19001147,Desconocido,Georgeanne Brennan,,,,242
19001148,Desconocido,Janet Briggs,,,,242
19001149,Desconocido,Barbara Fairchild,,,,242
19001150,Desconocido,Sandra K. Nissenberg,,,,242
19001151,Desconocido,America's Test Kitchen,,,,242
19001152,Desconocido,Abigail Johnson Dodge,,,,242
19001153,Desconocido,Dawn J. Ranck,,,,242
19001154,Desconocido,Richard M. Bergenstal,,,,242
19001155,Desconocido,Beth Hensperger,,,,242
19001156,Desconocido,Flora Szatkowski,,,,242
19001157,Desconocido,Alexandra Nimetz,,,,242
19001158,Desconocido,Arthur Agatston,,,,242
19001159,Desconocido,Diane Johnson,,,,242
19001160,Desconocido,Bob Abramms,,,,242
19001161,Desconocido,Steven Gilbar,,,,242
19001162,Desconocido,Leonard Michaels,,,,242
19001163,Desconocido,Laura Dave,,,,242
19001164,Desconocido,Michael Teitelbaum,,,,242
19001165,Desconocido,Jeff O'Hare,,,,242
19001166,Desconocido,Pojo,,,,242
19001167,Desconocido,Lois H. Gresh,,,,242
19001168,Desconocido,Jesse Leon McCann,,,,242
19001169,Desconocido,Bill Gill,,,,242
19001170,Desconocido,J. Michael Straczynski,,,,242
19001171,Desconocido,Friedrich H├Âlderlin,,,,242
19001172,Desconocido,Lauren L. Wohl,,,,242
19001173,Desconocido,Peter Roop,,,,242
19001174,Desconocido,Richard Carlson,,,,242
19001175,Desconocido,Mordicai Gerstein,,,,242
19001176,Desconocido,Eileen Christelow,,,,242
19001177,Desconocido,Henry Wadsworth Longfellow,,,,242
19001178,Desconocido,Gavin Kent Mcclung,,,,242
19001179,Desconocido,George Spofford,,,,242
19001180,Desconocido,Sheila MacQueen,,,,242
19001181,Desconocido,Mari Lu Robbins,,,,242
19001182,Desconocido,Andrew T. Pelletier,,,,242
19001183,Desconocido,Claudia Zeff,,,,242
19001184,Desconocido,Vivian Webb,,,,242
19001185,Desconocido,D. Michael Price,,,,242
19001186,Desconocido,Claire Llewellyn,,,,242
19001187,Desconocido,Mark Saunders,,,,242
19001188,Desconocido,Jack Bushnell,,,,242
19001189,Desconocido,Samuel Shem,,,,242
19001190,Desconocido,Michael J. Crosbie,,,,242
19001191,Desconocido,James L. Kelley,,,,242
19001192,Desconocido,Edward Norman,,,,242
19001193,Desconocido,Mark Duplantis,,,,242
19001194,Desconocido,Kiana Davenport,,,,242
19001195,Desconocido,Theodora Kroeber,,,,242
19001196,Desconocido,Brenda Walpole,,,,242
19001197,Desconocido,Wendy Hartmann,,,,242
19001198,Desconocido,Julian Murphet,,,,242
19001199,Desconocido,Prima Publishing,,,,242
19001200,Desconocido,Mojtaba Kazazi,,,,242
19001201,Desconocido,Keith M. Parsons,,,,242
19001202,Desconocido,Mark Crossman,,,,242
19001203,Desconocido,Erik J. Wielenberg,,,,242
19001204,Desconocido,Isaac Kramnick,,,,242
19001205,Desconocido,Richard Holloway,,,,242
19001206,Desconocido,George A. Ricker,,,,242
19001207,Desconocido,Peter Gay,,,,242
19001208,Desconocido,Ronald B. Flowers,,,,242
19001209,Desconocido,Eric M. Jackson,,,,242
19001210,Desconocido,Neil Clark Warren,,,,242
19001211,Desconocido,Maria Shaw,,,,242
19001212,Desconocido,Richard Webster,,,,242
19001213,Desconocido,Les Parrott III,,,,242
19001214,Desconocido,Rose Sweet,,,,242
19001215,Desconocido,Elizabeth Clare Prophet,,,,242
19001216,Desconocido,Joylynn M. Jossel,,,,242
19001217,Desconocido,Kathy Freston,,,,242
19001218,Desconocido,Arielle Ford,,,,242
19001219,Desconocido,Jack Crabtree,,,,242
19001220,Desconocido,Charles Timmerman,,,,242
19001221,Desconocido,Jennifer Grappone,,,,242
19001222,Desconocido,Peter Kent,,,,242
19001223,Desconocido,Scot Wingo,,,,242
19001224,Desconocido,Michael Miller,,,,242
19001225,Desconocido,Skip McGrath,,,,242
19001226,Desconocido,Dennis Prince,,,,242
19001227,Desconocido,Brad Schepp,,,,242
19001228,Desconocido,Barbara Weltman,,,,242
19001229,Desconocido,Julia L. Wilkinson,,,,242
19001230,Desconocido,Jacquelyn Lynn,,,,242
19001231,Desconocido,Janelle Elms,,,,242
19001232,Desconocido,Amy Joyner,,,,242
19001233,Desconocido,Ron Mansfield,,,,242
19001234,Desconocido,Michael A. Banks,,,,242
19001235,Desconocido,Patti Louise Ruby,,,,242
19001236,Desconocido,Nancy Conner,,,,242
19001237,Desconocido,Andy Hunt,,,,242
19001238,Desconocido,Johanna Rothman,,,,242
19001239,Desconocido,Kenneth Pugh,,,,242
19001240,Desconocido,Venkat Subramaniam,,,,242
19001241,Desconocido,Anne Hoppus,,,,242
19001242,Desconocido,Tim Footman,,,,242
19001243,Desconocido,Brigid Avison,,,,242
19001244,Desconocido,Roderick Townley,,,,242
19001245,Desconocido,Nancy Langley,,,,242
19001246,Desconocido,Ray Oldenburg,,,,242
19001247,Desconocido,Michael L. Ray,,,,242
19001248,Desconocido,William Ury,,,,242
19001249,Desconocido,Gene Bedell,,,,242
19001250,Desconocido,Sharon Foley,,,,242
19001251,Desconocido,Drew,,,,242
19001252,Desconocido,Amy Sedaris,,,,242
19001253,Desconocido,Ben Mezrich,,,,242
19001254,Desconocido,Phil Jackson,,,,242
19001255,Desconocido,Dave Whitaker,,,,242
19001256,Desconocido,The Students of Animo Inglewood Charter High School,,,,242
19001257,Desconocido,Pat Williams,,,,242
19001258,Desconocido,Bill Bradley,,,,242
19001259,Desconocido,Phil Hardwick,,,,242
19001260,Desconocido,Efrem Smith,,,,242
19001261,Desconocido,Tom Stanton,,,,242
19001262,Desconocido,Dan McGraw,,,,242
19001263,Desconocido,Angela Lambert,,,,242
19001264,Desconocido,Michael Shapiro,,,,242
19001265,Desconocido,John McCluskey,,,,242
19001266,Desconocido,Richard Woodley,,,,242
19001267,Desconocido,Andrew Waldon,,,,242
19001268,Desconocido,Kenneth M. Jennings,,,,242
19001269,Desconocido,Jayson Williams,,,,242
19001270,Desconocido,R.J. Ball,,,,242
19001271,Desconocido,George Kiefer,,,,242
19001272,Desconocido,Curtis Piehu Iaukea,,,,242
19001273,Desconocido,Hans Blumenberg,,,,242
19001274,Desconocido,Greg Taylor,,,,242
19001275,Desconocido,Jeff Dunn,,,,242
19001276,Desconocido,Robert Hieronimus,,,,242
19001277,Desconocido,Seth Payson,,,,242
19001278,Desconocido,Luis Miguel Martinez Otero,,,,242
19001279,Desconocido,Larry Burkett,,,,242
19001280,Desconocido,Fritz Springmeyer,,,,242
19001281,Desconocido,William Henry,,,,242
19001282,Desconocido,Robert Anton Wilson,,,,242
19001283,Desconocido,Paul H. Koch,,,,242
19001284,Desconocido,Adrian H. Krieg,,,,242
19001285,Desconocido,Vernon Stauffer,,,,242
19001286,Desconocido,Nigel Findley,,,,242
19001287,Desconocido,Thomas Frost,,,,242
19001288,Desconocido,David Morris,,,,242
19001289,Desconocido,Akiva Goldsman,,,,242
19001290,Desconocido,Peter Caine,,,,242
19001291,Desconocido,David Knipp,,,,242
19001292,Desconocido,Middlesex Borough Heritage Committee,,,,242
19001293,Desconocido,Arrow Map Inc,,,,242
19001294,Desconocido,J.S. Cockburn,,,,242
19001295,Desconocido,Stephen J. Burn,,,,242
19001296,Desconocido,William Dowling,,,,242
19001297,Desconocido,Paul Barolsky,,,,242
19001298,Desconocido,David Dodd,,,,242
19001299,Desconocido,Ethan Hawke,,,,242
19001300,Desconocido,├ëric-Emmanuel Schmitt,,,,242
19001301,Desconocido,Sonallah Ibrahim,,,,242
19001302,Desconocido,Ibrahim Abdel Meguid,,,,242
19001303,Desconocido,Ibrahim Warde,,,,242
19001304,Desconocido,Santo Cilauro,,,,242
19001305,Desconocido,Dale Brown,,,,242
19001306,Desconocido,Chris Williams,,,,242
19001307,Desconocido,Wm. Mark Simmons,,,,242
19001308,Desconocido,Aidan Hartley,,,,242
19001309,Desconocido,Anderson Cooper,,,,242
19001310,Desconocido,Dispatch,,,,242
19001311,Desconocido,Bentley Little,,,,242
19001312,Desconocido,Suzanne Stefanac,,,,242
19001313,Desconocido,Faulkner Fox,,,,242
19001314,Desconocido,Robert D. Siegel,,,,242
19001315,Desconocido,Ian Whybrow,,,,242
19001316,Desconocido,John Falk,,,,242
19001317,Desconocido,Grace Maccarone,,,,242
19001318,Desconocido,Joanne Rocklin,,,,242
19001319,Desconocido,Anthony Loyd,,,,242
19001320,Desconocido,Lisa Bingham,,,,242
19001321,Desconocido,Suketu Mehta,,,,242
19001322,Desconocido,Ian Marber,,,,242
19001323,Desconocido,John Devine,,,,242
19001324,Desconocido,Chanrithy Him,,,,242
19001325,Desconocido,Alvin Toffler,,,,242
19001326,Desconocido,Patrick W. Rice,,,,242
19001327,Desconocido,Michael J. Lanning,,,,242
19001328,Desconocido,Gene H. Bell-Villada,,,,242
19001329,Desconocido,Kelly McGrath Vlcek,,,,242
19001330,Desconocido,Neil Gaiman,,,,242
19001331,Desconocido,Stephen Oppenheimer,,,,242
19001332,Desconocido,John A. Barnes,,,,242
19001333,Desconocido,Yona Zeldis McDonough,,,,242
19001334,Desconocido,Harrison Edward Livingstone,,,,242
19001335,Desconocido,Robert Dallek,,,,242
19001336,Desconocido,James James Kennedy,,,,242
19001337,Desconocido,D. James Kennedy,,,,242
19001338,Desconocido,"Charlie ""Tremendous"" Jones",,,,242
19001339,Desconocido,James V. McTevia,,,,242
19001340,Desconocido,Penguin Readers,,,,242
19001341,Desconocido,Joseph M. Neal,,,,242
19001342,Desconocido,Michael W. Mulholland,,,,242
19001343,Desconocido,American Diabetes Association,,,,242
19001344,Desconocido,John L. Atlee,,,,242
19001345,Desconocido,Bridget Jones,,,,242
19001346,Desconocido,Carol Bowen,,,,242
19001347,Desconocido,Peter Moore,,,,242
19001348,Desconocido,Julie Gregory,,,,242
19001349,Desconocido,Hal Fulton,,,,242
19001350,Desconocido,Ruby K. Payne,,,,242
19001351,Desconocido,Christian Hellsten,,,,242
19001352,Desconocido,Rosemary Wells,,,,242
19001353,Desconocido,David A. Black,,,,242
19001354,Desconocido,Imelda Whelehan,,,,242
19001355,Desconocido,Dylan Landis,,,,242
19001356,Desconocido,Anna Kasabian,,,,242
19001357,Desconocido,Hallie Einhorn,,,,242
19001358,Desconocido,Donal Anthony Foley,,,,242
19001359,Desconocido,Fryderyk Gabowicz,,,,242
19001360,Desconocido,Robbie Williams,,,,242
19001361,Desconocido,Michael Heatley,,,,242
19001362,Desconocido,William S. Shepard,,,,242
19001363,Desconocido,Enid Robbie,,,,242
19001364,Desconocido,Susan Sales Harkins,,,,242
19001365,Desconocido,Martin Bethke,,,,242
19001366,Desconocido,F. William Engdahl,,,,242
19001367,Desconocido,Sylvia Engdahl,,,,242
19001368,Desconocido,Stuart A. Kallen,,,,242
19001369,Desconocido,Hiroshi Sugimoto,,,,242
19001370,Desconocido,Eric H. Davidson,,,,242
19001371,Desconocido,David W. Mount,,,,242
19001372,Desconocido,Greg Gibson,,,,242
19001373,Desconocido,James Shreeve,,,,242
19001374,Desconocido,Glen David Gold,,,,242
19001375,Desconocido,Marie Torres Cimarusti,,,,242
19001376,Desconocido,Lisa Wheeler,,,,242
19001377,Desconocido,Charles A. Peek,,,,242
19001378,Desconocido,Jon G. Allen,,,,242
19001379,Desconocido,Susan Chalker Browne,,,,242
19001380,Desconocido,Stewart Cowley,,,,242
19001381,Desconocido,Py Kim Conant,,,,242
19001382,Desconocido,Liza Dalby,,,,242
19001383,Desconocido,John Gallagher,,,,242
19001384,Desconocido,New Scientist,,,,242
19001385,Desconocido,Mark Bailey,,,,242
19001386,Desconocido,Marc Dolan,,,,242
19001387,Desconocido,Stephen R. Portch,,,,242
19001388,Desconocido,Carlene Fredericka Brennen,,,,242
19001389,Desconocido,Phil Scott,,,,242
19001390,Desconocido,Edward J. Rielly,,,,242
19001391,Desconocido,Matthew J. Bruccoli,,,,242
19001392,Desconocido,Kate Maurer,,,,242
19001393,Desconocido,Noah Eli Gordon,,,,242
19001394,Desconocido,Peter Hamilton,,,,242
19001395,Desconocido,Nick Holdsworth,,,,242
19001396,Desconocido,Gavin Lambert,,,,242
19001397,Desconocido,Paula S. Fass,,,,242
19001398,Desconocido,Steven L. Layne,,,,242
19001399,Desconocido,Devi Pearl,,,,242
19001400,Desconocido,Stuart Nicholson,,,,242
19001401,Desconocido,Scott Cunningham,,,,242
19001402,Desconocido,Time-Life Books,,,,242
19001403,Desconocido,jane A. Kimball,,,,242
19001404,Desconocido,Steven J. Zaloga,,,,242
19001405,Desconocido,David Myhra,,,,242
19001406,Desconocido,Bruce Hershenson,,,,242
19001407,Desconocido,Fred M. Grandinetti,,,,242
19001408,Desconocido,Roland Remp,,,,242
19001409,Desconocido,Robert L. O'Connell,,,,242
19001410,Desconocido,Francis K. Mason,,,,242
19001411,Desconocido,William G. Holder,,,,242
19001412,Desconocido,Angus Konstam,,,,242
19001413,Desconocido,Bryan Senn,,,,242
19001414,Desconocido,Jeffery M. Dorwart,,,,242
19001415,Desconocido,Richard Humble,,,,242
19001416,Desconocido,Picasso Project,,,,242
19001417,Desconocido,Mark A. Reynosa,,,,242
19001418,Desconocido,John Warry,,,,242
19001419,Desconocido,Matthew Bennett,,,,242
19001420,Desconocido,Bill Gunston,,,,242
19001421,Desconocido,Jeremy Black,,,,242
19001422,Desconocido,Guy Richards,,,,242
19001423,Desconocido,David Nicolle,,,,242
19001424,Desconocido,Susan Goldman Rubin,,,,242
19001425,Desconocido,Jerry Van Amerongen,,,,242
19001426,Desconocido,Kim Patrick Kobza,,,,242
19001427,Desconocido,Valerie Lupini,,,,242
19001428,Desconocido,David R. Reynolds,,,,242
19001429,Desconocido,Michal Kahn,,,,242
19001430,Desconocido,Jackson J. Benson,,,,242
19001431,Desconocido,Joan Dash,,,,242
19001432,Desconocido,Rebecca Aberg,,,,242
19001433,Desconocido,Brian W. Richardson,,,,242
19001434,Desconocido,Robert A. Rutherfurd,,,,242
19001435,Desconocido,William Andrewes,,,,242
19001436,Desconocido,Gavin Menzies,,,,242
19001437,Desconocido,Anatole Andro,,,,242
19001438,Desconocido,Kristi Gold,,,,242
19001439,Desconocido,Alexander Bergs,,,,242
19001440,Desconocido,Caleb H. Johnson,,,,242
19001441,Desconocido,Kate Waters,,,,242
19001442,Desconocido,Lerone Bennett Jr.,,,,242
19001443,Desconocido,Plimoth Plantation,,,,242
19001444,Desconocido,Peter Cook,,,,242
19001445,Desconocido,David Beale,,,,242
19001446,Desconocido,Eleonore Schmid,,,,242
19001447,Desconocido,Steve McConnell,,,,242
19001448,Desconocido,Patrick Martin,,,,242
19001449,Desconocido,Douglas Schweitzer,,,,242
19001450,Desconocido,Jos├® Gomez,,,,242
19001451,Desconocido,Theodore C. Denise,,,,242
19001452,Desconocido,Kara Lennox,,,,242
19001453,Desconocido,John Rothchild,,,,242
19001454,Desconocido,Brad Dunn,,,,242
19001455,Desconocido,Daniel Moran,,,,242
19001456,Desconocido,Richard Marsh,,,,242
19001457,Desconocido,Susan Kruss,,,,242
19001458,Desconocido,Gary Carey,,,,242
19001459,Desconocido,Peter Menzel,,,,242
19001460,Desconocido,Don Wood,,,,242
19001461,Desconocido,Elinor J. Pinczes,,,,242
19001462,Desconocido,Geneen Roth,,,,242
19001463,Desconocido,The Onion,,,,242
19001464,Desconocido,Lisa McCourt,,,,242
19001465,Desconocido,Tanya Remer Altmann,,,,242
19001466,Desconocido,Lorilee Craker,,,,242
19001467,Desconocido,C. David McKirachan,,,,242
19001468,Desconocido,Jaana Juvonen,,,,242
19001469,Desconocido,Pierson F. Melcher,,,,242
19001470,Desconocido,Kurt Vonnegut Jr.,,,,242
19001471,Desconocido,Sandra Hack Polaski,,,,242
19001472,Desconocido,Ann Finding,,,,242
19001473,Desconocido,Margaret Mary Jensen,,,,242
19001474,Desconocido,Richard B. Frank,,,,242
19001475,Desconocido,Lynn Michaels,,,,242
19001476,Desconocido,Wint Capel,,,,242
19001477,Desconocido,Jean Rabe,,,,242
19001478,Desconocido,Charles Ingrid,,,,242
19001479,Desconocido,Andrew J. Rodican,,,,242
19001480,Desconocido,The Sporting News,,,,242
19001481,Desconocido,Jordan S. Rubin,,,,242
19001482,Desconocido,Claire Babcock O'Connell,,,,242
19001483,Desconocido,Peter Ellenby,,,,242
19001484,Desconocido,Wayne M. Sotile,,,,242
19001485,Desconocido,Carol Diggory Shields,,,,242
19001486,Desconocido,Alma Flor Ada,,,,242
19001487,Desconocido,Jeanne S. Fogle,,,,242
19001488,Desconocido,Bea Smith,,,,242
19001489,Desconocido,Beatrice Heller-Knapp,,,,242
19001490,Desconocido,Mike Bentley,,,,242
