id_editorial,editorial
1890,Disinformation Books
1891,Disinformation Company
1892,Disney Editions
1893,Disney Enterprises
1894,"Disney Enterprises, Inc"
1895,Disney Hyperion Books
1896,Disney Press
1897,Disney/Hyperion Books
1898,Disney-Hyperion
1899,Distribooks
1900,Distributed Art Publishers (DAP)
1901,distributed by Blue Moon Books
1902,Dixon-Price Publishing
1903,Djoef Publishing
1904,DK
1905,DK Children
1906,DK Eyewitness Travel
1907,DK Publishing
1908,DK Publishing (Dorling Kindersley)
1909,Doctor Who Books
1910,Dodd Mead
1911,Dodd Mead; 1st edition (September 1976)
1912,Dodo Press
1913,Dog Ear Publishing
1914,Dogwise Publishing
1915,"Doherty, Tom Associates, LLC"
1916,Dolphin Paperbacks
1917,Dominion Press
1918,Don Aslett's Cleaning
1919,Donald M. Grant
1920,Donald M. Grant Publishers
1921,Donald S. Ellis
1922,Donning Company Publishers
1923,Do-Not Press
1924,Doorway Press
1925,Doral Publishing
1926,Dorchester Publishing Co Inc
1927,Dorling Kindersley
1928,Dorling Kindersley Children
1929,Dorling Kindersley Publishers Ltd
1930,Dorrance Publishing Co.
1931,"Dorset House Publishing Company, Incorporated"
1932,Dorset Press
1933,Double Edge Press
1934,Doubleday
1935,"Doubleday & Company (Garden City, NY)"
1936,Doubleday (An Image Book)
1937,Doubleday Anchor Press
1938,Doubleday Books
1939,Doubleday Books for Young Readers
1940,Doubleday Canada
1941,Doubleday Childrens
1942,Doubleday UK
1943,Doubleday/Random House (NY et al.)
1944,Douglas  McIntyre
1945,Douglas & McIntyre
1946,Douglas Gibson Books
1947,Dover Publications
1948,Dover Publications (NY)
1949,Dover Publications (NYC)
1950,"Dover Publications, Inc."
1951,"Dover Publications, Inc. (Mineola, NY)"
1952,Dowling Press
1953,Down East Books
1954,Down Home Press
1955,Down the Shore Publishing
1956,Downtown Press
1957,Doyle Studio Press
1958,Dpi
1959,Dr Ludwig Reichert
1960,Dr. Master Productions Inc.
1961,Dragon Books
1962,Dragon Door Publications
1963,Dragon Threads
1964,Dragonfly Books
1965,Drake International Services
1966,Dramatic Pub.
1967,Dramatic Publishing Company
1968,Dramatists Play Service
1969,"Dramatists Play Service, Inc."
1970,Drawn and Quarterly
1971,Dreamhaven Books
1972,Dreamwave
1973,Dressler
1974,DRG
1975,Droemer Knaur
1976,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
1977,DTP
1978,dtv
1979,Du Temps
1980,Duckbacks
1981,"Ducks Unlimited, Inc."
1982,Duckworth Pub
1983,Duckworth Publishing
1984,ðùð░Ðàð░ÐÇð¥ð▓
1985,Duffy & Snellgrove
1986,Dufour Editions
1987,Duke University Press
1988,Duke University Press Books
1989,Dumbarton Oaks Research Library & Collection
1990,Duncan Baird
1991,Duncan Baird Publishers
1992,Dundurn
1993,Dupuis
1994,Duquesne University Press
1995,Durango Herald Small Press
1996,Durban House Publishing
1997,Dushkin/McGraw-Hill
1998,DustBooks
1999,Dutton
2000,Dutton Adult
2001,Dutton Books
2002,Dutton Books for Young Readers
2003,Dutton Caliber
2004,Dutton Children's Books
2005,Dutton Juvenile
2006,Duxbury Resource Center
2007,Dynamic Perceptions
2008,Dynamite Entertainment
2009,E & E Publishing
2010,E. P. Dutton
2011,E.D.C. Publishing
2012,E.P. Dutton
2013,Eagle Wings Publishing Company
2014,Eakin Press
2015,Early English Text Society
2016,Earth Aware Editions
2017,Earthlight
2018,Earthling Publications
2019,Earthpulse Press
2020,Earthscan Publications
2021,East Bay Municipal Utility District
2022,East European Monographs
2023,Eastern National
2024,Eastern Washington University Press
2025,Eastland Press
2026,"E-Booktime, LLC"
2027,Ebor Press
2028,Ebury Press
2029,Ecco
2030,Ecco / HarperCollins
2031,Ecco Press
2032,Echo Library
2033,Eckankar
2034,Ecole des loisirs
2035,Economica
2036,Economist Books
2037,Ecotone LLC
2038,Ecruiting Alternatives
2039,ECW Press
2040,Edaf S.A.
2041,Eddison Books
2042,Edeb├®
2043,Edebe
2044,Edelvives
2045,Eden Studios
2046,Edge Books
2047,edhasa
2048,Edi├º├Áes Afrontamento
2049,"Edici├│ns Xerais de Galicia, S.A."
2050,Ediciones Alpha Decay
2051,Ediciones B
2052,Ediciones B Grupo Zeta
2053,"Ediciones B, S. A."
2054,Ediciones B/Grupo Zeta
2055,Ediciones Barataria
2056,Ediciones C├ítedra S.A.
2057,Ediciones C├ítedra/Letras Hisp├ínicas
2058,Ediciones Catedra
2059,Ediciones Catedra S.A.
2060,Ediciones Colihue
2061,Ediciones de la Flor
2062,Ediciones Debolsillo
2063,Ediciones del Bronce
2064,Ediciones del Pensamiento Nacional
2065,Ediciones Destino
2066,Ediciones Era
2067,Ediciones Gl├®nat Espa├▒a
2068,Ediciones Granica
2069,"Ediciones Granica, S.A."
2070,"Ediciones Hiperi├│n, S.L"
2071,Ediciones Jucar
2072,Ediciones L.A. Villamarin Pulido
2073,Ediciones Lea
2074,Ediciones Mart├¡nez Roca
2075,Ediciones Marti╠ünez Roca
2076,Ediciones Minotauro
2077,Ediciones Norte
2078,Ediciones Nuevo Espacio
2079,Ediciones Oniro
2080,Ediciones Paidos Iberica
2081,Ediciones S├¡gueme
2082,Ediciones Universal
2083,Ediciones Urano
2084,Edicions 62
2085,Edimat
2086,Edimat Libros
2087,Edinborough Press
2088,Edinburgh University Press
2089,Edition 7L
2090,Edition Olms
2091,Edition Stemmle
2092,Edition Text + Kritik
2093,Editions 10/18
2094,Editions de l'Olivier
2095,Editions Didier Millet
2096,Editions du Masque
2097,Editions Du Palais Royal
2098,Editions du Rocher
2099,Editions Gallimard
2100,Editions Stock
2101,Editora Revista DOS Tribunais
2102,Editorial Anagrama
2103,Editorial Andr├®s Bello
2104,Editorial Bruguera
2105,Editorial Caminho
2106,Editorial Castalia
2107,"Editorial Cr├¡tica, S.A."
2108,Editorial de Ciencias Sociales
2109,Editorial de la Universidad de Puerto Rico
2110,Editorial Diana Sa
2111,"Editorial EDAF, S.A."
2112,"Editorial Espasa-Calpe, S.A."
2113,Editorial Grijalbo
2114,Editorial Grijalbo (MX)
2115,Editorial Juventud
2116,Editorial Kairos
2117,Editorial La Llave
2118,Editorial Mundo Hispano
2119,Editorial Nerea
2120,Editorial Planeta
2121,"Editorial Planeta, S.A."
2122,"Editorial Planeta, S.A. (Barcelona)"
2123,Editorial Planeta/Alfaguara Juvenil
2124,Editorial Presen├ºa
2125,Editorial Rm
2126,Editorial Seix Barral
2127,"Editorial Seix Barral, S.A."
2128,Editorial Sudamericana
2129,Editorial Unilit
2130,Educational Development Corporation
2131,Educational Enterprises
2132,Educational Impressions
2133,"Educators Publishing Service, Inc"
2134,"Educators Publishing Service, Incorporated"
2135,Edward Arnold
2136,Edward Elgar Publishing
2137,Edwin Mellen Pr
2138,Edwin Mellen Press
2139,Edwin Mellen Press Ltd
2140,Eerdmans
2141,Eerdmans Books for Young Readers
2142,Egales Editorial
2143,Egerton House
2144,Egmont
2145,Egmont Books
2146,Egmont Books (UK)
2147,Egmont Books Ltd
2148,Egmont Childrens Books
2149,Egmont Children's Books
2150,Egmont Ehapa
2151,Egmont UK
2152,Egyhazforum
2153,EHAPA Verlag
2154,Ehrenwirth
2155,Einaudi
2156,Eisenbrauns
2157,Ekare
2158,Eklektika Press
2159,Ekstasis Editions
2160,El Aleph
2161,El Archivo
2162,El Ateneo
2163,El Paso Norte Press
2164,Elan Press (AZ)
2165,Eland
2166,Eland Publishing
2167,Elders Academy Press
2168,Electric eBook Publishing
2169,Element
2170,Element Books
2171,Elemond-Electa
2172,Elfquest
2173,Elibron
2174,Elite Books
2175,Elliot Right Way Books
2176,Ellis Horwood
2177,Elloras Cave
2178,Ellora's Cave
2179,Elm Hill Books
2180,Elsevier
2181,Elsevier Publishing Company
2182,Elsevier Science
2183,Elsevier Science & Technology
2184,Ember
2185,EMC/Paradigm Publishing
2186,Emec├® Editores
2187,Emece Editores
2188,Emerald Books
2189,Emerald Earth Publishing
2190,Emerald Group Publishing
2191,Emerald House Group
2192,Emery Dalton Books
2193,Emeth Press
2194,Eminent Lives
2195,Emma Goldman Papers Project
2196,Emporium Press
2197,Encore
2198,Encore Music Publishing Company
2199,Encounter Books
2200,Encyclopaedia Britannica
2201,Enfield Books
2202,English Heritage
2203,Enigma Books
2204,Enitharmon Press
2205,Enslow Elementary
2206,Enslow Publishers
2207,Entomological Society of America
2208,Entrepreneur Press
2209,Eos
2210,Eos / Harper Teen
2211,Eos / Harper Voyager
2212,Eos Fantasy
2213,EP BOOKS
2214,Epic
2215,Epicenter Press
2216,Epworth Press
2217,Equation
2218,Equinox Publishing (Indonesia)
2219,Eraserhead Press
2220,eReads.com
2221,Eric's Press
2222,Ernst Wasmuth Verlag
2223,Eros Comix
2224,Erotic Print Society
2225,Esco Institute
2226,Espa├▒ol Santillana
2227,Espasa
2228,Espasa Calpe
2229,Espasa Calpe Mexicana
2230,"Espasa Calpe Mexicana, S.A."
2231,"Espasa Calpe, S.A."
2232,Espasa Libros
2233,Espasa-Calpe SA
2234,ESPN Books
2235,ESRI Press
2236,Essence Publishing (Canada)
2237,ETC Publications
2238,Ethics and Public Policy Center
2239,Ethiopia the Kingdom of God Services
2240,Ethnographics Press
2241,Etruscan Press
2242,Ets/Educational Testing Service
2243,Eulenburg
2244,Eureka Productions
2245,Europa Editions
2246,European Press Academic Publishing
2247,Eurotica
2248,Eurpsville USA
2249,Evan Moor Educational Publishers
2250,Evangel Publishing House
2251,Evans Brothers
2252,Evanston Publishing
2253,Evelyn Kent Associates
2254,Everest Publishing
2255,Evergreen
2256,Evergreen Press (AL)
2257,Everyman
2258,Everyman Chess
2259,Everyman Library / Overlook Press
2260,Everyman Paperback Classics
2261,Everyman Paperbacks
2262,EverymanÔÇÖs Library
2263,Everymans Library
2264,Everyman's Library
2265,Everyman's Library (Knopf)
2266,Everyman's Library Classics
2267,Everything
2268,Eworld
2269,Exact Change
2270,Excalibur Publishing (NY)
2271,Executive Books
2272,Executive Excellence Publishing
2273,Exile Editions
2274,Ex-Libris Ediciones (Madrid)
2275,Expanding Horizons
2276,Explorer Press
2277,Exposure Publishing
2278,Express Publishing
2279,Extending Horizons Books
2280,Eye Contact Media Inc
2281,Eye on Education
2282,Eyre Methuen
2283,F & W Media
2284,F & W Publications Inc.
2285,F. A. Davis Company
2286,F. Maspero
2287,F. Meiner
2288,Fab Press
2289,Faber  Faber
2290,Faber & Faber
2291,Faber & Faber Limited
2292,Faber & Faber Ltd.
2293,Faber and Faber
2294,Faber and Faber & Penguin India
2295,Faber and Faber Ltd
2296,Facet Publishing
2297,Factory School
2298,Facts on File
2299,Fagbokforlaget
2300,Fair Winds Press
2301,Fair Winds Press (MA)
2302,Fairchild Books
2303,Fairchild Books & Visuals
2304,Fairchild Publications
2305,Fairleigh Dickinson University Press
2306,Fairmark Press
2307,Fairmont Press
2308,Fairview Press
2309,Faith Library Publications
2310,Faith Publishing Company
2311,Faithwalk Publishing
2312,FaithWords
2313,Falcon
2314,FalconGuides
2315,Falmer Press
2316,Family Life Publishing
2317,Family Tree Books
2318,Fandemonium Books
2319,Fanfare
2320,Fanfare / Ponent Mon
2321,Fanpro
2322,Fantagraphics
2323,Fantagraphics Books
2324,Fantastic Audio
2325,Fantasy Flight Games
2326,Fao
2327,Farcountry Press
2328,Farmers' Almanac
2329,Farrar Straus & Giroux
2330,Farrar Straus and Giroux
2331,Farrar Straus Giroux
2332,"Farrar, Straus & Giroux"
2333,"Farrar, Straus and Giroux"
2334,"Farrar, Straus and Giroux (BYR)"
2335,"Farrar, Straus and Giroux (Macmillan)"
2336,"Farrar, Straus and Giroux (NY)"
2337,"Farrar, Straus, Giroux"
2338,"Farrar, Strauss & Giroux-3pl"
2339,FASA Corp.
2340,FASA Corporation
2341,Fast Forward
2342,Fasttrac
2343,Fata Morgana
2344,Fawcett
2345,Fawcett Books
2346,Fawcett Coventry
2347,Fawcett Crest
2348,Fawcett Crest Books
2349,"Fawcett Publications, Inc."
2350,Fayard
2351,FBH Publishing
2352,FC&A Publishing
2353,Feature
2354,Federation Press
2355,"Feierabend Verlag, Ohg"
2356,Feiwel & Friends
2357,Fellowship for the Performance
2358,Felony & Mayhem
2359,Feltrinelli
2360,Feminist Press
2361,Fenestra Books
2362,Feral House
2363,Ferguson Publishing Company
2364,Ferne Press
2365,Fernwood Publishing
2366,Festival
2367,Festival Books
2368,Fiction Collective 2
2369,Fides
2370,Field Day Theatre Company
2371,Field Museum of Natural History
2372,Fieldgate Press
2373,Fifth House
2374,Fifth House Publishers
2375,Figueroa Press
2376,Filipacchi Publishing
2377,"Filiquarian Publishing, LLC."
2378,Filmfour
2379,Filter Press
2380,Financial Times Prentice Hall (a Pearson Education Company)
2381,Findakly
2382,Findhorn Press
2383,Finn-Phyllis Press
2384,Fire Ant Books
2385,Fire Engineering Books
2386,Fire Starter Publishing
2387,Firebird
2388,Firebird Books
2389,Firebird Press
2390,Firebird/Razorbill
2391,Firebrand Books
2392,Firefly Books
2393,Firelight Press
2394,Fireside
2395,Fireside Books
2396,Firetrap
2397,First Avenue Editions
2398,First Avenue Editions (Tm)
2399,First Glance Books
2400,First Second
2401,First Stage Concepts
2402,Fischer
2403,Fischer (Tb.)
2404,"Fischer (Tb.), Frankfurt"
2405,Fischer Taschenbuch Verlag
2406,Fischer TB
2407,Fischer-Taschenbuch-Verlag
2408,Fithian Press
2409,Fitness Information Technology
2410,Fitzhenry & Whiteside
2411,Five Star (ME)
2412,Five Star First Edition Mystery
2413,Five Star Trade
2414,Fixot
2415,Flamingo
2416,Flammarion
2417,Flammarion-Pere Castor
2418,Flashlight Press
2419,Flask
2420,Fleming H Revell Co
2421,Fleming H. Revell Company
2422,Flesk Publications
2423,Fleuve noir
2424,Flight Recorder Publications
2425,Floating World Editions
2426,Flood Editions
2427,Floris Books
2428,Flying Dolphin Press
2429,Foca
2430,Focal Press
2431,Focus
2432,Focus on the Family Publishing
2433,Focus Publishing (MN)
2434,Focus Publishing/R. Pullins Co.
2435,Focus Publishing/R. Pullins Company
2436,Fodor's
2437,Fodor's Travel Publications
2438,Folger Books
2439,Folio
2440,Folio histoire
2441,Folio Junior
2442,Follett
2443,Fondazione Prada
2444,Fondo de Cultura Econ├│mica
2445,Fondo de Cultura Economica USA
2446,"Fondo de Cultura Economica, Mexico"
2447,Fondo Editorial Universidad EAFIT
2448,FonoLibro
2449,Fons Vitae
2450,Fontana
2451,Fontana Books
2452,Fontana Press
2453,Food First Books
2454,For Dummies
2455,Forager
2456,Forager Publications(TX)
2457,Fordham University Press
2458,Foreign Affairs
2459,Forerunner Media
2460,Forest of Peace Publishing
2461,Forever
2462,Forge
2463,Forge Books
2464,Formac Publishing Company Limited
2465,Forthcoming Books
2466,Fortress Press
2467,Fotonovel Publications
2468,Foul Play Press
2469,Foulsham
2470,Foundation 20 21
2471,Foundation 20/21
2472,Foundation Pr
2473,Foundation Press
2474,Foundations of Wealth Pub Co
2475,Founders Press
2476,Fount
2477,Fountain
2478,Fountain Press (GB)
2479,Four Courts Press
2480,Four Ninety-Eight Productions
2481,Four Walls Eight Windows
2482,Four Walls Eight Windows Press
2483,Four Way Books
2484,Four Winds
2485,Fourth Estate
2486,Fourth Estate (GB)
2487,Fourth Estate Paperbacks
2488,Fox Chapel Publishing
2489,Foxhound Press
2490,Foxrock Books
2491,Foyles
2492,FPG
2493,Fraenkel Gallery
2494,Frances Lincoln
2495,Frances Lincoln Children's Books
2496,Frances Lincoln Ltd
2497,Francis Cairns Publications
2498,Franciscan Media
2499,Frank Amato Publications
2500,Frankfurter Verlagsanstalt
2501,Franklin Beedle & Associates
2502,Franklin Covey
2503,Franklin Watts
2504,Fred B. Rothman & Company
2505,Frederic C. Beil Publisher
2506,Frederick Fell Publishers
2507,Frederick Fell Publishers Inc
2508,Frederick P. Lenz Foundation for American Buddhism
2509,Frederick Ungar
2510,Frederick Ungar Publishing Company (NY)
2511,Frederick Warne and Company
2512,Fredonia Books (NL)
2513,Free Association Books
2514,Free Press
2515,Free Spirit Publishing
2516,French & European
2517,French & European Publications
2518,French & European Pubns
2519,Friedman
2520,Friedman/Fairfax Publishing
2521,Friends of ED
2522,Friends of Israel Gospel Ministry
2523,Friends of Photography
2524,Friends United Press
2525,Frog Books
2526,Frog Children's Books
2527,Fromm International
2528,Frommer's
2529,Front Street
2530,"Front Street, Incorporated"
2531,Frontline Books
2532,Frontline Distribution International
2533,Frontline Publications
2534,FrontList Books
2535,FT Press
2536,Fugue State Press
2537,Fukutake Shoten
2538,Fulcrum Group
2539,Fulcrum Publishing
2540,Full Cast Audio
2541,Full Cast Audio(NY)
2542,Full Flame Gmbh
2543,Fuller Seminary Press
2544,Future Horizons
2545,Futuretext
2546,G Publishing
2547,G. K. Hall & Company
2548,G. P. Putnam's Sons
2549,G. Ronald
2550,"G. Schirmer, Inc."
2551,G.M. Smith
2552,G.P. Putnam's
2553,G.P. Putnam's Sons
2554,G.P. Putnam's Sons (NY)
2555,G.P. Putnam's Sons Books for Young Readers
2556,G.T. Labs
2557,G+B Arts International
2558,G├╝rze Books
2559,G├írgola
2560,G2 Rights
2561,Gagosian / Rizzoli
2562,Gagosian Gallery
2563,Gaia Books
2564,Gaia Ediciones
2565,Galahad
2566,Galahad Books
2567,Galaxia Gutenberg
2568,Galaxy Press
2569,Galde Press
2570,Gale Cengage
2571,Gale Group
2572,"Gale, Making of Modern Law"
2573,Galerie Thaddaeus Ropac
2574,Gallaudet University Press
2575,Gallery
2576,Gallery / Saga Press
2577,Gallery Books
2578,Gallimard
2579,Gallimard (Folio essais)
2580,Gallimard (Folio junior)
2581,Gallimard Education
2582,Gallimard Jeunesse
2583,Gallimard Po├®sie
2584,Gallimard-Jeunesse
2585,Gallopade International
2586,Gallup Press
2587,Gambit Inc. Publishers
2588,Gambit Publications
2589,Gamble Guides
2590,Games Workshop
2591,Games Workshop(uk)
2592,gameXplore N.A. Inc.
2593,Gao bao guo ji ji tuan
2594,Gardners Books
2595,Gareth Stevens Publishing
2596,"Gareth Stevens Publishing (Milwaukee, WI)"
2597,Garland Science
2598,Garlic Press
2599,Garnet Education
2600,Garnet Publishing
2601,Garrard Pub. Co.
2602,Garrett Educational
2603,Garth Gardner Company
2604,Garzanti
2605,Gasogene Books
2606,Gateway Editions
2607,Gateway Press
2608,Gateways Books  Tapes
2609,Gauntlet Press
2610,"Gazelles, Inc."
2611,GB Books
2612,Gefen Books
2613,Gem Guides Book Company
2614,Gemini Publications
2615,Gemstone Press
2616,Gemstone Publishing
2617,Genealogical Publishing Company
2618,General Paperbacks
2619,General Society of Mayflower Descendants
2620,Generic Human Studies Publishing
2621,Genesis Press
2622,Genesis Publishing
2623,Geneva Press
2624,Gentle Path Press
2625,Geoffrey Chapman Publishers
2626,Geological Society of America
2627,Geoplaneta
2628,George Braziller
2629,George Braziller Inc.
2630,George Mann Books
2631,George Ronald Publisher Ltd
2632,George Weidenfeld & Nicholson
2633,George Weidenfeld & Nicolson Ltd.
2634,Georgetown University Press
2635,Gerald Duckworth & Co Ltd
2636,Gerald Duckworth & Company
2637,Gerhard Steidl Gmbh
2638,Geron-X
2639,Gestalten
2640,Gestalten Verlag
2641,Geste Editions
2642,Gestion 2000
2643,Getty Research Institute
2644,Ghost House Books
2645,Gia Publications
2646,Giant Publishing
2647,Gibb Memorial Trust
2648,Gibbs Smith
2649,Gibbs Smith Publishers
2650,Gibson Square Books
2651,Gildan Media Corporation
2652,Gilded Age Press
2653,GILES
2654,Gill & Company
2655,Gingerbread House
2656,Gingko Press
2657,Ginkgo Press
2658,Ginn & Co.
2659,Girl Press
2660,Giron Books
2661,Gl├®nat
2662,Glasshaus
2663,GLB Publishers
2664,Gleason Publishing Inc.
2665,Glenbridge Publishing
2666,Glitter Books
2667,Glitterati
2668,Global Academic Publishing
2669,Global Equity Initiative
2670,Global Health Solutions
2671,Globalepress
2672,Globe
2673,Globe Academic Press
2674,Globe Fearon
2675,Globe Pequot
2676,Globe Pequot Press
2677,Glorian Publishing
2678,Gloucester
2679,Glove Box Guides
2680,Glovebox Guidebooks of America
2681,GMC Publications
2682,Gnomon Press
2683,Godsfield Press Ltd
2684,Gold Eagle
2685,Gold Rush Games
2686,Golden Books
2687,Golden Coast Publishing Company
2688,Golden Gryphon Press
2689,Golden Guides from St. Martin's Press
2690,Golden Press
2691,Golden/Disney
2692,GOLDENeight Publishing
2693,Goldeneye
2694,Goldmann
2695,Goldmann Verlag
2696,Goliath Books
2697,Gollancz
2698,Gollancz/Orion Publ Co
2699,Gollehon Books
2700,Good Apple
2701,Good Books
2702,Good Move Press
2703,Good Year Books
2704,Goodheart-Wilcox Publisher
2705,Goodheart-Willcox
2706,Goodread Biographies
2707,Goofy Foot Press
2708,Goose Lane Editions
2709,Gooseberry Patch
2710,Gordon Wright Publishing
2711,Gorgias Press
2712,Gospel for Asia
2713,Gospel Light
2714,Gospel Light Publications
2715,Gotham
2716,Gotham Books
2717,Gothic Image Publications
2718,Gourcuff Gradenigo
2719,Government Printing Office
2720,Government Reprints Press
2721,Gower Publishing Company
2722,GPP Travel
2723,"Grace Publications, LLC"
2724,Gracewing
2725,"GradeSaver, LLC"
2726,Grafton
2727,Grafton Books
2728,Gramedia Pustaka Utama
2729,Gramercy
2730,Gramercy Books
2731,Gramercy Books/Literary Classics
2732,Grammaton Press LLC
2733,Granada Publishing
2734,Granada Publishing Limited
2735,Granary Books
2736,Grand Canyon Association
2737,Grand Caract├¿re
2738,Grand Central
2739,Grand Central Life & Style
2740,Grand Central Publication
2741,Grand Central Publishing
2742,Grand Central Publishing (Formerly Warner Books)
2743,Grand Isle Games
2744,Grand Street
2745,Grant & Cutler
2746,Granta
2747,Granta Books
2748,Granta Books (Uk)
2749,Granta UK
2750,Graphic Arts Books
2751,Graphic Arts Center Publishing Company
2752,Graphic Universe (Tm)
2753,Graphics Press
2754,Graphics Press LLC
2755,Graphis Press
2756,Graphix
2757,Grasset
2758,Gray & Company Publishers
2759,Grayson Books
2760,Graywolf Press
2761,Great God Pan
2762,Great Lakes Books Series
2763,Great Plains Publications
2764,Great Potential Press
2765,Great Reads Books
2766,Great River Books
2767,Great River Publishing
2768,Great Source Education Group
2769,Gredos
2770,Green Books
2771,Green Dragon Publishing Group
2772,Green Integer
2773,Green Mansion Press
2774,Green Ronin Publishing
2775,Green Street Press
2776,Greenery Press
2777,Greenery Press (CA)
2778,Greenfield Review Press
2779,Greenhaven Pr
2780,Greenhaven Press
2781,Greenhill Books
2782,Greenleaf Book Group
2783,Greenline Publications
2784,Greenwich House
2785,Greenwich Medical Media
2786,Greenwillow Books
2787,Greenwood
2788,Greenwood Press
2789,"Greenwood Press (Westport, CT)"
2790,"Greenwood Press, Inc."
2791,Greenwood Publishing Group
2792,Gregg Press
2793,Grey Castle Press
2794,Grey Fox Press
2795,Greybull Press
2796,Greystone Books
2797,Griffin
2798,Griffith Institute Publications
2799,Griffon House
2800,Griffon House Publications
2801,Grijalbo
2802,Grijalbo Mondadori
2803,Grijalbo Mondadori Sa
2804,Groninger Museum
2805,Grosset & Dunlap
2806,Grosset & Dunlap Inc
2807,"Grosset & Dunlap, Inc"
2808,Grosset and Dunlap
2809,Grosvenor U. S. A.
2810,Groundwood Books
2811,Group Publishing
2812,Group Publishing (CO)
2813,Grove Atlantic Black Cat
2814,Grove Press
2815,Grove Press (NYC)
2816,"Grove Press, Black Cat"
2817,"Grove Press, Granta"
2818,"Grove Press, Open City Books"
2819,Grove Weidenfeld
2820,Grove/Atlantic
2821,"Grove/Atlantic, Inc."
2822,Growthclimate Incorporated
2823,Grub Street
2824,Grupo Editoral Norma
2825,Grupo Editorial Norma
2826,"Grupo Editorial Norma, S.A."
2827,Grupo ILHSA
2828,Grupo Nelson
2829,Grupo Oc├®ano
2830,Gryphon House Inc.
2831,Guardians of Order
2832,Guernica Editions
2833,Guernica Editions Inc
2834,Guest Cottage
2835,Guggenheim Museum
2836,GuidepostsBooks
2837,Guild of Master Craftsman
2838,Guild Publishing
2839,Guilde Press of Indiana
2840,Guinness
2841,Gulf Professional Publishing
2842,Gullane Children's Books
2843,Gun Digest Books
2844,Gurze Books
2845,GW Press
2846,Gwasg Carreg Gwalch
2847,Gwasg Gomer
2848,Gwasg Prifysgol Cymru
2849,H A Z A R
2850,H. Christians
2851,Hachette
2852,Hachette Audio
2853,Hachette Book Group
2854,Hachette Books
2855,Hachette Children's
2856,Hachette Children's Books
2857,Hachette Illustrated UK
2858,Hachette Jeunesse
2859,Hachette Litt├®rature
2860,Hacket Publishing
2861,Hackett
2862,Hackett Publ. Co Inc
2863,Hackett Publishing Company
2864,"Hackett Publishing Company (Indianapolis, IN)"
2865,Hackett Publishing Company Inc.
2866,"Hackett Publishing Company, Inc."
2867,"Hackett Publishing Company, Inc. (USA)"
2868,Haffner Press
2869,Hakluyt Society
2870,Hakusen Sha
2871,Hal Leonard
2872,Hal Leonard Pub Corp
2873,Hal Leonard Publishing Corporation
2874,Hale Pub.
2875,Hallberg Publishing Corporation
2876,Hallmark Entertainment Books
2877,Hambledon & London
2878,Hamish Hamilton
2879,Hamish Hamilton Ltd
2880,Hamlyn
2881,Hamlyn (UK)
2882,Hampton Press (NJ)
2883,Hampton Roads Publishing
2884,Hampton Roads Publishing Company
2885,Hancock House Publishers
2886,Handprint Books
2887,Handsel Books
2888,Handsel Press
2889,Hanging Loose Press
2890,Hanley & Belfus
2891,Hannibal Books
2892,Hansen Pub. Co.
2893,Hanser
2894,Hanser Gardner Publications
2895,Hanser Publications
2896,"Hansib Publishing (Caribbean), Limited"
2897,Hanuman Books
2898,Harassowitz Verlag
2899,Harbor Press
2900,Harbour Publishing
2901,Harcourt
2902,Harcourt Achieve
2903,Harcourt Books
2904,Harcourt Brace
2905,Harcourt Brace & Co. (Australia)
2906,Harcourt Brace & Company
2907,Harcourt Brace & Company Magic Carpet Books
2908,Harcourt Brace College Publishers
2909,Harcourt Brace Jovanovich
2910,Harcourt Brace Jovanovich (NY)
2911,Harcourt Children's Books
2912,Harcourt Inc
2913,Harcourt Paperbacks
2914,Harcourt School Publishers
2915,"Harcourt, Brace Jovanovich/Harvest"
2916,"Harcourt, Brace, Jovanovich"
2917,"Harcourt, Inc."
2918,"Harcourt, Inc.(Harvest Book)"
2919,Hard Crime Case
2920,Hard Press
2921,Hardenville SA
2922,Hardinge Simpole Limited
2923,Hardscratch Press
2924,Hardwired
2925,Harlan Davidson
2926,Harlequin
2927,Harlequin American Romance
2928,Harlequin Anthologies
2929,Harlequin Blaze
2930,Harlequin Books
2931,Harlequin By Request 2's
2932,Harlequin Historical
2933,Harlequin Hotel Marchand
2934,Harlequin Ib├®rica
2935,Harlequin Intrigue
2936,Harlequin Jazmin
2937,Harlequin Kimani Arabesque
2938,Harlequin Kimani Press
2939,Harlequin Kimani Romance
2940,Harlequin Kimani Sepia
2941,Harlequin Next
2942,Harlequin Presents
2943,Harlequin Readers' Choice
2944,Harlequin Romance
2945,Harlequin Romance Large Print
2946,Harlequin Romantic Suspense
2947,Harlequin Signature Sagas
2948,Harlequin Signature Showcase
2949,Harlequin Signature Spotlight
2950,Harlequin Special Releases
2951,Harlequin Superromance
2952,Harlequin Temptation
2953,Harmonie Park Press
2954,Harmony
2955,Harmony Books
2956,Harper
2957,Harper & Brothers (NY)
2958,Harper & Row
2959,Harper & Row (NY)
2960,Harper & Row (NYC et al.)
2961,Harper & Row (NYC)
2962,Harper & Row (NYC/Evanston)
2963,Harper & Row Barnes & Noble Import Division
2964,Harper & Row Publishers
2965,"Harper & Row, Publishers"
2966,Harper Audio
2967,Harper Business
2968,Harper Collins
2969,Harper Collins Children's Books
2970,Harper Collins Publishers
2971,Harper Design
2972,Harper Element
2973,Harper Festival
2974,Harper Paperback
