id_editorial,editorial
3766,Lark Crafts
3767,Larousse
3768,Larousse Bilingual/French
3769,Larousse Kingfisher Chambers
3770,Larousse Mexico
3771,Lars Muller
3772,Lars Muller Publishers
3773,LaSalle Bank
3774,Lasser Press
3775,Last Gasp
3776,Last Unicorn
3777,"Last Unicorn Games, Inc."
3778,L'Atalante
3779,Laurel
3780,Laurel Creek Press
3781,Laurel Glen Publishing
3782,Laurel Leaf
3783,Laurel Leaf (Random House Children's Books )
3784,Laurel Leaf Books
3785,Laurel Leaf Library
3786,Laurel Press
3787,Laurel-Leaf Books
3788,Lavolta Press
3789,Law Rules Publishing Corporation
3790,"Lawbook Exchange, Ltd."
3791,Lawrence & Wishart
3792,Lawrence Hill Books
3793,Lawrence Teacher Publishing Group
3794,LB Kids
3795,LD Books
3796,Le Cherche Midi
3797,Le Jardin des Livres
3798,Le Livre de Poche
3799,Le Pr├® aux Clercs
3800,Leading Systems Press
3801,Leapfrog Press
3802,Learning Challenge
3803,Learning Horizons
3804,Learning Matters
3805,Lebhar-Friedman
3806,LeBlanc Laboratories
3807,l'ecole des loisirs
3808,Lectorum
3809,Lectorum MX
3810,Lectorum Publications
3811,Lee & Low Books
3812,Legend
3813,Legionary Books
3814,Lehigh University Press
3815,Leisure
3816,Leisure Books
3817,Leo Cooper
3818,"Leo Cooper, Pen & Sword Books Ltd."
3819,Leonard Bernstein Music Publishing Co.
3820,Leonaur Ltd
3821,Lerner Classroom
3822,Lerner Publications
3823,Lerner Publishing Group
3824,Les Belles Lettres
3825,Les Humano├»des Associ├®s
3826,"Lester, Mason & Begg"
3827,Let's Go Publications
3828,Letts
3829,Leviathan Press
3830,Lewis Masonic
3831,Lexington Books
3832,Lexington Marshall Pub
3833,"Lexington Marshall Publishing, LLC"
3834,LFB Scholarly Publishing
3835,LGF
3836,L'Harmattan Edition
3837,Liaison
3838,Liamworks
3839,Liberty Fund Inc.
3840,Liberty Hall Press
3841,Liberty Press
3842,Liberty Street
3843,Librairie des Champs-Elys├®es
3844,Librairie g├®n├®rale fran├ºaise
3845,Librarie Philosophique J. Vrin
3846,Libraries Unlimited
3847,Library
3848,Library of America
3849,Library of America (NY)
3850,Library of American Comics
3851,Library of Congress
3852,"Library of Liberal Arts/Bobb-Merrill (Indianapolis, IN)"
3853,"Library of Liberal Arts/Bobbs-Merrill (Indianapolis, IN)"
3854,Libris
3855,Libros En Red
3856,Libros para ninos
3857,Libros Sin Fronteras
3858,Life
3859,Life Arts Press
3860,Life Changing Books
3861,Lifebridge
3862,Lifejourney Books
3863,LifeLine Press
3864,Lifeway Church Resources
3865,Liffey Press
3866,Lift Every Voice
3867,Light Inc.
3868,Light Street Press
3869,Light Technology Publications
3870,"Light, Inc."
3871,Lightcatcher Books
3872,Lighthouse Point Press
3873,Ligonier Ministries
3874,Liguori Publications
3875,Lillenas Publishing Company
3876,Lilliput Press
3877,Limelight
3878,Limelight Editions
3879,Limitless Corporation
3880,Lincoln Children's Books
3881,Linden Publishing
3882,LinguiSystems
3883,Linkgua
3884,Links International
3885,Linnet Books
3886,Linworth Publishing
3887,Lion Books
3888,Lion Hudson
3889,Lion Publishing Corporation
3890,Lion Publishing Plc
3891,Lionhearted Publishing
3892,Lions
3893,Lippincott Williams & Wilkins
3894,List
3895,List Taschenbuch
3896,Listen for Pleasure
3897,Listening Library
3898,Listening Library (Audio)
3899,Lit Verlag
3900,Lit Vision
3901,Literary Express
3902,Literatura Random House
3903,Little Apple
3904,Little Bookroom
3905,Little Brown
3906,Little Brown & Co (T)
3907,Little Brown & Company
3908,Little Brown and Co. (UK)
3909,Little Brown and Company
3910,Little Simon
3911,"Little, Brown"
3912,"Little, Brown  and Company"
3913,"Little, Brown & Company"
3914,"Little, Brown & Company (Boston/Toronto)"
3915,"Little, Brown and Company"
3916,"Little, Brown Book Group"
3917,"Little, Brown Books for Young Readers"
3918,"Little, Brown Spark"
3919,"Little, Brown Young Readers"
3920,Littman Library of Jewish Civilization in Association with Liverpool University Press
3921,Liturgical Press
3922,Liturgy Training Publications
3923,Live Oak Media
3924,Live Oak Media (NY)
3925,Liveright
3926,Liveright Publishing Corp.
3927,"Liveright/W.W. Norton & Company, Inc."
3928,Liverpool University Press
3929,Living Books
3930,Living Ink Books
3931,Living Language
3932,Living Sacrifice Book Co.
3933,Living Stream Ministry
3934,Livingston Press (AL)
3935,Livre de Poche
3936,Llanerch Publishers
3937,Llewellyn Espanol
3938,Llewellyn Publications
3939,"Llewellyn Publications (St. Paul, MN)"
3940,Llumina Press
3941,LM Publishers
3942,LMH Publishers
3943,Lo Scarabeo / Imprint: Llewellyn Worldwide
3944,Lobster Press
3945,Locust Hill Press
3946,Lodestar Books
3947,Lodima Press
3948,Loeb Classical Library
3949,Loeb Classical Library 249
3950,Loeb Classical Library 307
3951,Loeb Classical Library 312
3952,Loeb Classical Library 322
3953,Loeb Classical Library 443
3954,Loeb Classical Library/Harvard University Press
3955,Loewe
3956,Loewe Verlag
3957,L'Olivier
3958,"London : Collins, 2004."
3959,"London : Faber, 2002"
3960,Lone Eagle Publishing Company
3961,Lone Oak Press
3962,Lone Pine Publishing
3963,Lone Wolfe Press
3964,Lonely Planet
3965,Lonely Planet Publications
3966,Long Haul Press
3967,Long River Press
3968,Longleaf Services Behalf of Unc - Osps
3969,Longman
3970,Longman Higher Education
3971,Longman Publishing Group
3972,Longman Schools Division (a Pearson Education Company)
3973,"Longman; York,"
3974,Longmeadow Press
3975,Longseller
3976,Loompanics Unlimited
3977,Loose Id
3978,"Loose Id, LLC"
3979,Lord John Press
3980,Lorenz Books
3981,Lorenz Corporation
3982,Lorenz Educational Press
3983,Lorimer
3984,Los Angeles Times Books
3985,Losada
3986,Losada/Argentina
3987,Lost Coast Press
3988,Lost Roads Publishers
3989,Lothian Books
3990,"Lothrop, Lee and Shepard"
3991,"Lothrop, Lee and Shepard Books"
3992,Lotus Press (WI)
3993,Louisiana State University Press
3994,Love & Logic Press
3995,Love Inspired
3996,Love Inspired Large Print
3997,Love Inspired Larger Print
3998,Love Inspired Suspense
3999,Love Spell
4000,Lovedale Press
4001,Loveswept
4002,Loving Healing Press
4003,Lowdham: Sharpe Appreciation Society
4004,Loyola Classics
4005,Loyola Press
4006,LPC Group
4007,LRS (Library Reproduction Service)
4008,LSU Press
4009,Luath Press Ltd
4010,Lucas Books
4011,LucasBooks
4012,LucasBooks for Young Readers
4013,Lucent Books
4014,Lucht
4015,Luchterhand Literaturverlag
4016,Lucis Press
4017,Ludion
4018,Ludwig Von Mises Institute
4019,Lulu Press
4020,Lulu.com
4021,Lumen
4022,Lumen Books
4023,Lumeneditorial
4024,Lumina Media
4025,Luna
4026,Luna Books
4027,Lund Humphries
4028,Lushena Books
4029,Luso-Brazilian Books
4030,Lutterworth Press
4031,LWW
4032,Lycecum Books
4033,Lyle Stuart
4034,Lynne Rienner Publishers
4035,Lynx House Press
4036,Lyons and Burford Publishers
4037,Lyons Press
4038,M Press
4039,M Q Publications
4040,M&M Baldwin
4041,M&M Scrivener Press
4042,M. Evans and Company
4043,"M. Evans and Company, Inc."
4044,M. Grunewald Verlag
4045,M. Hirschgraben-Verl
4046,M.T.O. Shahmaghsoudi
4047,M├®taili├®
4048,MacAdam Cage
4049,MacAdam/Cage
4050,MacAdam/Cage Publishing
4051,MacKeith Press
4052,Macmillan
4053,MacMillan Audio
4054,MacMillan Caribbean
4055,Macmillan Children's Books
4056,Macmillan Co.
4057,"MacMillan Education, Limited"
4058,MacMillan General Books
4059,MacMillan India
4060,Macmillan Pub Co
4061,Macmillan Publ. Co.
4062,MacMillan Publishing Company
4063,MacMillan Publishing Company (NY/London)
4064,Macmillan Publishing Company/Collier Books
4065,MacMillan Reference
4066,MacMillan UK
4067,Macmillan/Stonesong Press
4068,Macromedia Press
4069,Madaloni Press
4070,Madinah Publishers and Distributors
4071,Madison Books
4072,Madison Square Press
4073,Madrid: Alianza Editorial
4074,Maeva
4075,Magavelda Press
4076,Mage Publishers
4077,Magenta Publishing for the Art
4078,"Magespell, LLC"
4079,Magination Press
4080,Magna Large Print Books
4081,Magnet
4082,Main Street
4083,Main Street Books
4084,Main Street Press
4085,Mainspring Press
4086,Mainstream Publishing
4087,Maisonneuve Press
4088,Make Believe Ideas
4089,Malak Malakin
4090,Malhavoc Press
4091,Malor Books
4092,Management Books 2000
4093,Management Pocketbooks
4094,Manatee Press
4095,Manchester University Press
4096,Mandala (UK)
4097,Mandala Publishing
4098,Mandarin
4099,Mandolin
4100,Mandrake of Oxford
4101,Maney Publishing
4102,Mango Publishing
4103,"Manic D Press, Inc."
4104,Manifest Publications
4105,Manning Publications
4106,Manohar Publishers
4107,Manor House Press
4108,Manouchehr Ganjih
4109,Manzanita Press
4110,Mapin Publishing Pvt
4111,Mapsco
4112,Maranatha Publications
4113,Marboro Books
4114,Marcel Dekker
4115,Marcon Publishers
4116,Marcus Wiener
4117,Margaret K. McElderry Books
4118,Margaret Weis Productions
4119,Marian Press
4120,Marietta Publishing Company
4121,Mariner Books
4122,Mariner Books (Houghton Mifflin Company)
4123,Mariner Books / Harvest Books
4124,Mariners Museum
4125,Marion Boyars
4126,Marion Boyars Publishers
4127,Marion Boyars Publishers Ltd
4128,Marion Koogler McNay Art Museum
4129,"Marion Street Press, LLC"
4130,Maritime Books
4131,Mark Batty Publisher
4132,Mark Cahill Ministries
4133,Markosia Enterprises
4134,Markus Wiener Publishers
4135,Marlboro Press
4136,Marlowe & Company
4137,Marquette University Press
4138,Marsh Hawk Press
4139,Marshall Cavendish
4140,Marshall Cavendish Corporation
4141,Marshall Cavendish Editions
4142,Marshall Cavendish International (Asia) Pte Ltd
4143,Marshall Morgan & Scott
4144,Marsilio
4145,Marsilio Publishers
4146,Mart├¡nez Roca
4147,Martello Books
4148,Martin Publishing Firm
4149,Martin Secker & Warburg Ltd
4150,Martin Secker & Warburg Ltd.
4151,Martinez Roca
4152,Martingale and Company
4153,Marvel
4154,Marvel Comics
4155,Marvel Comics Group
4156,Masalai Press
4157,Mason Crest Publishers
4158,Masquerade Books
4159,Master Books
4160,Master Point Press
4161,Mastermedia Publishing Company
4162,Masters Press
4163,Mastery Technologies Press
4164,Matechecks.com
4165,Material World
4166,Materials for Today's Learning
4167,Materials Research Society
4168,Matrix Press
4169,Matthias Media
4170,Maui Arthoughts Company
4171,Maupin House Publishing
4172,Max Hueber Verlag
4173,Maxima New Media
4174,Mayfield Publishing Company
4175,Mayfield Publishing Company (NY)
4176,Maypop Books
4177,Mazda Pub
4178,Mazda Publishers
4179,Mazo Publishers
4180,MBI
4181,McArthur & Company
4182,McBooks Press
4183,McCarren Publishing
4184,McClelland & Stewart
4185,McClelland & Stewart Limited
4186,McClelland and Stewart
4187,McDonald and Woodward Publishing Company
4188,McDonald Institute for Archaeological Research
4189,McDougal Littel
4190,McDougal Publishing Company
4191,McFarland & Company
4192,McGill-Queen's University Press
4193,McGinty Publications
4194,McGraw Hill Higher Education
4195,McGraw-Hill
4196,McGraw-Hill Companies
4197,McGraw-Hill Education
4198,McGraw-Hill Education / Medical
4199,McGraw-Hill Education Tab
4200,McGraw-Hill Higher Education
4201,McGraw-Hill Humanities/Social Sciences/Languages
4202,McGraw-Hill Medical Publishing
4203,McGraw-Hill Professional Publishing
4204,McGraw-Hill Science/Engineering/Math
4205,McGraw-Hill Trade
4206,McGraw-Hill/Appleton & Lange
4207,McGraw-Hill/Contemporary
4208,McGraw-Hill/Contemporary Books
4209,McGraw-Hill/Glencoe
4210,McGraw-Hill/Osborne
4211,McGraw-Hill/Osborne Media
4212,McMillen Publishing
4213,McNally & Loftin Publishers
4214,McPa Publishing Company
4215,McPherson
4216,McSweeney's
4217,"McSweeney's, Believer Books"
4218,"Mead Art Museum, Amherst College"
4219,Meadow Geese Press
4220,"Meadow Run Press, Incorporated"
4221,Meadowbrook Press
4222,Meckler Books
4223,Med Systems Company
4224,Medallion Press
4225,Media Blasters
4226,Media Weavers LLC
4227,Medieval Institute Publications
4228,Mega Corporation
4229,Meghan-Kiffer Press
4230,Meisha Merlin Publishing
4231,Mel Bay Publications
4232,"Mel Bay Publications, Inc."
4233,Melbourne University
4234,Melbourne University Press
4235,Melbourne University Publishing
4236,Meldon House
4237,Melhoramentos
4238,Mellen Poetry Press
4239,Mellen University Press
4240,Melodrama Publishing
4241,Melrose Square Publishing Company
4242,Melville House
4243,Melville House Publishing
4244,Memory Makers Books
4245,Menard Press
4246,Menasha Ridge Press
4247,Mentor
4248,Mercer University Press
4249,Mercier Press
4250,Mercury Books
4251,Mercury House
4252,Mercury Press (Canada)
4253,Meredith Books
4254,Meredith Corporation
4255,Merehurst Limited
4256,Meridian
4257,Meriwether Publishing
4258,Merkos L'Inyonei Chinuch
4259,Merl Publications
4260,Merlin Publishing
4261,Merrell
4262,Merrell Publishers
4263,Merriam-Webster
4264,Merril Press
4265,Merrill Publishing Company
4266,Mesa County Public Library Foundation
4267,Message
4268,Message Company
4269,Mestas Ediciones
4270,Meta Publications
4271,"Meta Publications, U.S."
4272,Methuen
4273,Methuen Drama
4274,Methuen Publishing
4275,Methuen young books
4276,MetroBooks
4277,MetroBooks (NY)
4278,Metropolis Ink
4279,Metropolitan Books
4280,Metropolitan Books/Henry Holt & Co. (NY)
4281,Metropolitan Books/Henry Holt & Co. (NYC)
4282,Metropolitan Museum of Art
4283,Metropolitan Museum of Art / Gulliver Books / Harcourt Brace & Co.
4284,Metropolitan Museum of Art New York
4285,Meulenhoff
4286,Meyer & Meyer Sport
4287,MFA Publications
4288,"MG Prep, Inc."
4289,Michael Glazier
4290,Michael Glazier Books
4291,Michael Joseph
4292,Michael Joseph Ltd./Penguin Books Ltd.
4293,Michael O'Mara
4294,Michael O'Mara Books
4295,Michael Russell
4296,Michael Wiese Productions
4297,Michie
4298,Michigan State University Press
4299,Microcosm.
4300,Microsoft Pr
4301,Microsoft Press
4302,Middlesex University Press
4303,Middleway Press
4304,Midnight Ink
4305,Midnight Marquee PR
4306,Mikaya Press
4307,Mike Murach & Associates
4308,Milet Publishing
4309,Military Applications Soc Research and Management
4310,Military Information Enterprises
4311,Milk & Cookies
4312,Milkweed Editions
4313,Millbrook Press
4314,Millbrook Press (Tm)
4315,Mille et une nuits
4316,Millenium
4317,Millennium
4318,Millennium Books (Au)
4319,Millipede Press
4320,Millivres Prowler Group
4321,Mills & Boon
4322,Milwaukee Art Museum
4323,Minerva
4324,Minerva Pr
4325,Minerva Press (UK)
4326,Minneapolis Institute of Arts
4327,Minnesota Heritage Publishing
4328,Minnesota Historical Society Press
4329,Minotaur Books
4330,Minotauro
4331,Minotauro/Argentina
4332,Minstrel
4333,Mira
4334,Mira Books
4335,Miramax
4336,Miramax Books
4337,Miramax Books/Hyperion Books for Children
4338,Mirrorstone
4339,MIS: Press
4340,Mississippi Museum of Art
4341,MIT Press
4342,"MIT Press (Cambridge, MA)"
4343,MIT Press (MA)
4344,Mitchell Beazley
4345,Mitchell Lane Publishers
4346,Mitchell Press
4347,Mitchell-Innes & Nash
4348,Mithec
4349,Mizan Pr
4350,Mizan Press
4351,MJF Books
4352,Mkuki na Nyota Publishers
4353,Modern Drummer
4354,Modern Humanities Research Association
4355,Modern Langauge Association of America
4356,Modern Language Assocation of America
4357,Modern Language Association of America
4358,Modern Library
4359,Modern Library (NY)
4360,Modern Library/Random House (NY)
4361,Moderna Museet
4362,Mohr Siebeck
4363,"Mojo Books,"
4364,Mola (Museum of London Archaeology)
4365,Molino
4366,Momentum Books LLC
4367,Monacelli
4368,Monacelli Press
4369,Monarch Books
4370,Monarch Press
4371,Mondadori
4372,Mondadori (IT)
4373,MONDIAL
4374,Mondo Publishing
4375,Mongoose Publishing
4376,Monkeybrain
4377,Monkfish Book Publishing
4378,Monolith Graphics
4379,Montana Historical Society Press
4380,Montena
4381,Montesinos
4382,Monthly Review Press
4383,Montlake Romance
4384,Monument Press
4385,Moody Adams Evangelistic Association
4386,Moody Publishers
4387,Moody Publishers (Chicago)
4388,Moon Travel
4389,Moon Travel Handbooks
4390,MoonChild Publishing
4391,Moonhak Soochup
4392,Moonstone Press
4393,Morehouse Publishing
4394,Moremindful Publishing
4395,Morgan James Publishing
4396,Morgan Kaufmann Publishers
4397,Morgan Reynolds Publishing
4398,Morgan Road Books
4399,Morning Glory Press
4400,Morning Light Press
4401,Morningstar Books
4402,Morpheus International
4403,Morrigan Press
4404,Morrow
4405,Morrow Junior Books
4406,Morrow/Avon
4407,Mosaic Press
4408,Mosaic Press (NY)
4409,Mosby
4410,Mosby Elsevier Health Science
4411,Moss & Company
4412,Mother Courage Press
4413,Mothering Publications
4414,Motley Fool
4415,Motorbooks
4416,Motorbooks International
4417,Mott Media (MI)
4418,Mountain Biking Press
4419,Mountain Laurel Place
4420,Mountain N 'Air Books
4421,Mountain of Love
4422,Mountain Press Publishing Company
4423,Mountain Sports Press
4424,Mountaineers Books
4425,Mountainside Press
4426,Mouse That Spins
4427,Mousehold Press for Basque Children of '37 Association UK
4428,Movie Publisher Services
4429,Moving Parts Press
4430,Mowbray
4431,Moyer Bell
4432,Moyer Bell and its subsidiaries
4433,Mrts Arizona State University
4434,MTO Printing & Publication Center
4435,MTV
4436,MTV Books
4437,Mulberry Books
4438,Multilingual Matters Limited
4439,Multnomah
4440,Multnomah Books
4441,Multnomah Publishers Inc.
4442,Mundania Press LLC
4443,Murdoch Books
4444,Muse Eek Publishing Company
4445,Museum Boymans-Van Beuningen
4446,Museum for African Art
4447,Museum of Biblical Art
4448,Museum of Modern Art
4449,Museum of New Mexico Press
4450,Museum Tusculanum Press
4451,Music Book Services Corporation
4452,Music Sales
4453,Musicians Institute
4454,Muska & Lipman Publishing
4455,Mustang Publishing Company (TN)
4456,Mutual Publishing
4457,Myreportlinks.com
4458,MySQL Press
4459,Mysterious Press
4460,Mythopoeic Press
4461,Nabu Press
4462,NAI Publishers
4463,Nai010 Publishers
4464,Naiad Press
4465,NAL
4466,NAL Books
4467,NAL Hardcover
4468,NAL Jam
4469,NAL Trade
4470,Nan A. Talese
4471,Nancy Renfro Studios
4472,Nantier Beall Minoustchine
4473,Nantier Beall Minoustchine Publishing
4474,Napoleon and Co
4475,Nashoba Tek Press
4476,NASW Press
4477,Nation Books
4478,National
4479,National Academies Press
4480,National Archives & Records Administration
4481,National Association for the Education of Young Children
4482,National Center for Health Statistics
4483,National Council of Teachers of English
4484,National Council of Teachers of Mathematics
4485,National Educational Service
4486,National Galleries of Scotland
4487,National Gallery London
4488,National Geographic
4489,National Geographic Children's Books
4490,National Geographic Society
4491,National Lampoon
4492,National Learning Corp
4493,National Middle School Association
4494,National Museums of Scotland
4495,National Park Service
4496,National Science Teachers Association
4497,National Textbook Company
4498,Native Ground Music
4499,"Naturegraph Publishers, Inc."
4500,Naval & Military Press
4501,NavPress
4502,NavPress Publishing Group
4503,Naxos Audiobooks
4504,NBM Publishing
4505,Neal-Schuman Publishers
4506,Neighborhood America Press
4507,Neil Wilson Publishing
4508,Nelson Books
4509,Nelson Business
4510,Nelson Current
4511,Nelson Impact
4512,Nelson Reference & Electronic Publishing
4513,Nelson Thornes Ltd
4514,Nesfa Press
4515,NETCOMICS
4516,New Academia Publishing/ The Spring
4517,New American Library
4518,New Amsterdam Books
4519,New Beginnings Press
4520,New Brighton Books
4521,New Canadian Library
4522,New Century Books
4523,New Century Edition
4524,New Century Publishers
4525,New City Press
4526,New Clarion Press
4527,New Concepts Publishing
4528,New Day Publishing
4529,New Directions
4530,New Directions Publishing
4531,New Directions Publishing Corporation
4532,New Directions Publishing Corporation (NY)
4533,New England Publishing Associates
4534,New English Library
4535,New Falcon Publications
4536,New Generation Publishing
4537,New Growth Press
4538,New Harbinger Publications
4539,New Holland
4540,New Holland Australia(AU)
4541,New Holland Publishers
4542,New Holland Publishers Ltd
4543,New Hope Publishers (AL)
4544,New Horizon Press
4545,New in Chess
4546,New Island Books
4547,New Issues Poetry and Prose
4548,New Knowledge Library
4549,New Leaf Publishing Group
4550,New Life Publications
4551,New Line Books
4552,New Line Cinema Corporation
4553,New Media German Language
4554,New Media Spanish Language
4555,New Mexico Magazine
4556,New Military Publoshing
4557,New Millennium Audio
4558,New Millennium Library
4559,New Millennium Press
4560,New Page Books
4561,New Paradigm Books
4562,New Pr
4563,New Press
4564,New Press (NY)
4565,"New Press, The"
4566,New Riders Publishing
4567,New Rivers Press
4568,New Seeds
4569,New Society Publishers
4570,New Theatre Company
4571,New Tradition Books
4572,New World Library
4573,New World Publishing
4574,New York : Penguin Books
4575,New York : Warner Books
4576,New York Academy of Sciences
4577,New York Public Library
4578,New York Review Books
4579,New York Review Children's Collection
4580,New York Review of Books
4581,New York University Press
4582,"New York: Harcourt, Brace, Jovanovich"
4583,New York: Random House
4584,New York: Simon and Schuster
4585,Newbridge Educational Publishing
4586,Newbury Press
4587,Newfane Press
4588,Newleaf
4589,Newman Press
4590,Newmarket
4591,Newmarket Press
4592,Newnes
4593,NewSage Press
4594,Newsday Books
4595,Newstand Library
4596,Next Exit
4597,Next Generation Press
4598,Next Page Publishing
4599,Nextchurch Resources
4600,Nexus
4601,Nexus (UK)
4602,Niagara
4603,nicanitasantiago
4604,Nicaragua-Us Friendship Office
4605,Nicholas Brealey
4606,Nicholas Brealey Publishing
4607,Nick Hern Books
4608,Nicolas-Hays
4609,"Nicolas-Hays, Inc"
4610,Night Shade
4611,Night Shade Books
4612,Nightingale-Conant
4613,Nightingale-Conant Corporation
4614,Nightwood Editions
4615,Nil Editions
4616,Nimble Books
4617,Nimbus Publishing (CN)
4618,Nineten
4619,Nitrosyncretic Press
4620,Nitty Gritty Cookbooks
4621,No Exit Press
4622,No Starch Press
4623,Nodin Press
4624,Noguer
4625,Noir Publishing
4626,NOLO
4627,Nomad Press
4628,Nomad Press (VT)
4629,Non-Duality Press
4630,Nonpareil Books
4631,Nonsuch Publishing
4632,Noohra Foundation
4633,Noonday Press
4634,Noor Foundation USA
4635,Norilana Books
4636,Norma
4637,Norma Editorial
4638,Norman Hall
4639,Norstedts
4640,Norstedts Pocket
4641,North Atlantic Books
4642,North Books
4643,North Carolina Wesleyan College Press
4644,North Light Books
4645,North Point Press
4646,North Shore Press
4647,North Star Press of St. Cloud
4648,North Star Publications (MA)
4649,Northeastern University Press
4650,Northern Illinois University Press
4651,Northfield Press
4652,Northfield Publishing
4653,North-Holland
4654,Northland Publishing
4655,Northlight
4656,NorthSouth
4657,North-South
4658,NorthSouth (NY)
4659,NorthSouth Books
4660,Northstone Publishing
4661,Northwestern Univ Press
4662,Northwestern University Press
4663,Northword Press
4664,Norton
4665,Norton and Co.
4666,Norwood Editions
4667,Norwood House Press
4668,Nostalgia Ventures
4669,Not Avail
4670,Nova Audio Books
4671,Nova Fronteira
4672,Nova Press
4673,Nova Science Publishers
4674,Novel Units
4675,Novell Press
4676,Novello & Company
4677,Nowtilus
4678,NTC Business Books
4679,NTC/Contemporary Publishing Company
4680,Nuevas Ediciones De Bolsillo
4681,Numen
4682,Nursing Education Consultants
4683,Nurturing Your Children Press
4684,NuVision Publications
4685,Nuyorican Poets Cafe
4686,Nymphenburger
4687,NYR Children's Collection
4688,NYRB Classics
4689,O Books
4690,O. Penzler Books
4691,õ║║µ░æµûçÕ¡ªÕç║þëêþñ¥
4692,Õ░ÅÕ¡ªÚñ¿
4693,Õ░ÅÕ¡ªÚñ¿ [Sho╠ägakukan]
4694,Oak Hill Publishing Company
4695,Oak Knoll Press
4696,Oaklea Press
4697,Oakwood Publications
4698,ÒâôÒâûÒâ¡Òé╣
4699,Oasis
4700,Oasis Audio
4701,Oasis House
4702,Obelisco
4703,Oberlin College Press
4704,Oberon Books
4705,O'Brien Press
4706,Obscure Press
4707,Oc├®ano - Maeva
4708,Ocean Press
4709,Ocean Press (AU)
4710,Ocean Tree Books
4711,Oceana Publications
4712,Oceano
4713,Oceano De Mexico
4714,Oceanview Publishing
4715,"Octagon Press, Limited"
4716,Octopus Books
4717,Octopus Books (London)
4718,octopus books inc
4719,Oddysey/Harcourt Young Classics
4720,Odonian Press
4721,"Odonian Press/Common Courage Press (Monroe, ME)"
4722,Odyssey Books  Maps
4723,Odyssey Press
4724,Odyssey Publications
4725,Òé¼Òâ│Òé¼Òâ│Òé│ÒâƒÒââÒé»Òé╣
4726,Office of International Criminal Justice
4727,Ohio State University Press
4728,Ohio University Press
4729,Oklahoma Heritage Association
4730,Oklahoma University Press
4731,Old Mountain Press
4732,Old Stile Press
4733,Old Tfi Soc Sci
4734,Oldcastle Books
4735,"Oldcastle Books, Limited"
4736,Olea Castillo
4737,Olive Branch Press
4738,"Olive Branch Press (Northampton, MA)"
4739,Olive Press (SC)
4740,Oliver Press
4741,Oliver-Nelson Books
4742,Olivia & Hill Press
4743,Olms-Weidmann
4744,Olympiapress.com
4745,Olympus Publishing Company
4746,Omega Publications
4747,Omega Publications (NY)
4748,Omnibus Hc Bei Bertelsmann
4749,Omnibus Press
4750,Omnibus/PLON Paris
4751,Omohundro Institute and University of North Carolina Press
4752,On Your Own Publications
4753,One Hour Entertainment
4754,One World
4755,One World (UK)
4756,One World/Ballantine
4757,OnePoint Press
4758,Oneworld Academic
4759,Oneworld Classics
4760,ONEWorld Publications
4761,Oni Press
4762,Ontario Review Press
4763,OnWord Press
4764,Onyx
4765,Onyx Books
4766,Open City Books
4767,Open Court
4768,Open Court Publishing Company
4769,Open Heaven Publications
4770,Open Road
4771,Open Road Media
4772,Open Road Publishing
4773,Open Secret Publishing
4774,Open University Press
4775,Optima
4776,Orange Frazer Press
4777,Orb Books
4778,Orbis Books
4779,Orbis Verlag
4780,Orbit
4781,Orbit (UK)
4782,Orbit Books
4783,Orca Book Publishers
4784,Orchard
4785,Orchard Books
4786,Orchard Books (NY)
4787,Orchid Press
4788,Orchises Press
4789,Oregon Historical Society
4790,Oregon Historical Society Press
4791,Oregon State University Press
4792,O'Reilly Media
4793,Organization for Economic Cooperation & Development
4794,Oriental Institute Press
4795,Orion
4796,Orion (an Imprint of The Orion Publishing Group Ltd )
4797,Orion Books
4798,Orion Books Limited
4799,"Orion Books Ltd., London"
4800,Orion Children's Books
4801,Orion mass market paperback
4802,Orion Media
4803,Orion Paperbacks
4804,Orion Pub Co
4805,Orion Publishing
4806,Orion Publishing Co
4807,Orion Publishing Co.
4808,Orion Publishing Group
4809,"Orion Publishing Group, Limited"
4810,"Orion Publishing Group, Ltd."
4811,Orion Society
4812,Orpheus Press
4813,Osborne Publishing
4814,Osprey Publishing
4815,Osprey Publishing (UK)
4816,Osprey Publishing Ltd.
4817,Otago University Press
4818,Other Distribution
4819,Other Press
4820,Other Press (NY)
4821,Otto Penzler Books
4822,OUP India
4823,OUP Oxford
4824,Our Daily Bread Publishing
4825,Our Sunday Visitor
4826,Outskirts Press
4827,OV Books
4828,"Overeaters Anonymous, Incorporated"
4829,Overlook Books
4830,Overlook Connection Press
4831,Overlook Duckworth
4832,Overlook Hardcover
4833,Overlook Press
4834,Overlook TP
4835,Owl Books
4836,Owl Books (Henry Holt and Company)
4837,Owl Books (Henry Holt)
4838,Owl Books (NY)
4839,Owl Publishing Company
4840,Owlet Paperbacks
4841,Oxbow Books Limited
4842,Oxfam
4843,Oxfam Pub
4844,Oxford Archaeological Unit
4845,Oxford University Press
4846,"Oxford University Press, Inc."
4847,"Oxford University Press, USA"
4848,Oxmoor House
4849,Oyster River Press
4850,Ozark Mountain Publishing Inc
4851,P & R Publishing
4852,P. F. Collier and Sons
4853,"P.I.E-Peter Lang S.A., Editions Scientifiques Internationales"
4854,P.O.L.
4855,Pace E Bene Press
4856,PaceWildenstein
4857,Pacific Press Publishing Association
4858,Paddleless Press
4859,PADI
4860,Pagefree Publishing
4861,Pages Publishing Group
4862,Paidos Iberica Ediciones S a
4863,PAJ Publications
